DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem
Milk Bar Chateau,Milk Bar Chateau,Chateau Romani,East Clock Town,Item,Milk Bar Chateau,Chateau Romani
Milk Bar Milk,Milk Bar Milk,Milk,East Clock Town,Item,Milk Bar Milk,Milk
Deku Playground 50r,Deku Playground Any Day,Purple Rupee,North Clock Town,Item,Deku Playground Any Day,Purple Rupee
Honey and Darling 50r,Honey and Darling Any Day,Purple Rupee,East Clock Town,Item,Honey and Darling Any Day,Purple Rupee
Kotake Mushroom Sale 20r,Kotake Mushroom Sale,Red Rupee,Southern Swamp,Item,Kotake Mushroom Sale,Red Rupee
Pictograph Contest 5r,Pictograph Contest Standard Photo,Blue Rupee,Southern Swamp,Item,Pictograph Contest Standard Photo,Blue Rupee
Pictograph Contest 20r,Pictograph Contest Good Photo,Red Rupee,Southern Swamp,Item,Pictograph Contest Good Photo,Red Rupee
Swamp Scrub Magic Bean,Swamp Scrub Purchase,Magic Bean,Southern Swamp,Item,Swamp Scrub Purchase,Magic Bean
Ocean Scrub Green Potion,Ocean Scrub Purchase,Green Potion,Zora Hall,Item,Ocean Scrub Purchase,Green Potion
Canyon Scrub Blue Potion,Canyon Scrub Purchase,Blue Potion,Ikana Canyon,Item,Canyon Scrub Purchase,Blue Potion
Zora Hall Stage Lights 5r,Zora Hall Stage Lights,Blue Rupee,Zora Hall,Item,Zora Hall Stage Lights,Blue Rupee
Gorman Bros Purchase Milk,Gorman Bros Milk Purchase,Milk,Milk Road,Item,Gorman Bros Milk Purchase,Milk
Ocean Spider House 50r,Ocean Spider House Day 2 Reward,Purple Rupee,Great Bay Coast,Item,Ocean Spider House Day 2 Reward,Purple Rupee
Ocean Spider House 20r,Ocean Spider House Day 3 Reward,Red Rupee,Great Bay Coast,Item,Ocean Spider House Day 3 Reward,Red Rupee
Lulu Pictograph 5r,Bad Pictograph of Lulu,Blue Rupee,Zora Hall,Item,Bad Pictograph of Lulu,Blue Rupee
Lulu Pictograph 20r,Good Pictograph of Lulu,Red Rupee,Zora Hall,Item,Good Pictograph of Lulu,Red Rupee
Treasure Chest Game 50r,Treasure Chest Game Human,Purple Rupee,East Clock Town,Item,Treasure Chest Game Human,Purple Rupee
Treasure Chest Game 20r,Treasure Chest Game Zora,Red Rupee,East Clock Town,Item,Treasure Chest Game Zora,Red Rupee
Treasure Chest Game Deku Nuts,Treasure Chest Game Deku,10 Deku Nuts,East Clock Town,Item,Treasure Chest Game Deku,10 Deku Nuts
Curiosity Shop 5r,Curiosity Shop Blue Rupee,Blue Rupee,West Clock Town,Item,Curiosity Shop Blue Rupee,Blue Rupee
Curiosity Shop 20r,Curiosity Shop Red Rupee,Red Rupee,West Clock Town,Item,Curiosity Shop Red Rupee,Red Rupee
Curiosity Shop 50r,Curiosity Shop Purple Rupee,Purple Rupee,West Clock Town,Item,Curiosity Shop Purple Rupee,Purple Rupee
Curiosity Shop 200r,Curiosity Shop Gold Rupee,Gold Rupee,West Clock Town,Item,Curiosity Shop Gold Rupee,Gold Rupee
Seahorse,Fisherman Pictograph,Seahorse,Great Bay Coast,Item,Fisherman Pictograph,Seahorse
Ocarina of Time,Skull Kid 1,Ocarina of Time,South Clock Town,Item,Skull Kid,Ocarina of Time
Song of Time,Skull Kid 2,Song of Time,South Clock Town,Item,Skull Kid Song,Song of Time
