DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem,EntrancePair
Bank 5r,Bank Reward #2,Blue Rupee,West Clock Town,Item,Bank Reward #2,Blue Rupee,
Milk Bar Chateau,Milk Bar Chateau,Chateau Romani,East Clock Town,Item,Milk Bar Chateau,Chateau Romani,
Milk Bar Milk,Milk Bar Milk,Milk,East Clock Town,Item,Milk Bar Milk,Milk,
Deku Playground 50r,Deku Playground Any Day,Purple Rupee,North Clock Town,Item,Deku Playground Any Day,Purple Rupee,
Honey and Darling 50r,Honey and Darling Any Day,Purple Rupee,East Clock Town,Item,Honey and Darling Any Day,Purple Rupee,
Kotake Mushroom Sale 20r,Kotake Mushroom Sale,Red Rupee,Southern Swamp,Item,Kotake Mushroom Sale,Red Rupee,
Pictograph Contest 5r,Pictograph Contest Standard Photo,Blue Rupee,Southern Swamp,Item,Pictograph Contest Standard Photo,Blue Rupee,
Pictograph Contest 20r,Pictograph Contest Good Photo,Red Rupee,Southern Swamp,Item,Pictograph Contest Good Photo,Red Rupee,
Swamp Scrub Magic Bean,Swamp Scrub Purchase,Magic Bean,Southern Swamp,Item,Swamp Scrub Purchase,Magic Bean,
Ocean Scrub Green Potion,Ocean Scrub Purchase,Green Potion,Zora Hall,Item,Ocean Scrub Purchase,Green Potion,
Canyon Scrub Blue Potion,Canyon Scrub Purchase,Blue Potion,Ikana Canyon,Item,Canyon Scrub Purchase,Blue Potion,
Zora Hall Stage Lights 5r,Zora Hall Stage Lights,Blue Rupee,Zora Hall,Item,Zora Hall Stage Lights,Blue Rupee,
Gorman Bros Purchase Milk,Gorman Bros Milk Purchase,Milk,Milk Road,Item,Gorman Bros Milk Purchase,Milk,
Ocean Spider House 50r,Ocean Spider House Day 2 Reward,Purple Rupee,Great Bay Coast,Item,Ocean Spider House Day 2 Reward,Purple Rupee,
Ocean Spider House 20r,Ocean Spider House Day 3 Reward,Red Rupee,Great Bay Coast,Item,Ocean Spider House Day 3 Reward,Red Rupee,
Lulu Pictograph 5r,Bad Pictograph of Lulu,Blue Rupee,Zora Hall,Item,Bad Pictograph of Lulu,Blue Rupee,
Lulu Pictograph 20r,Good Pictograph of Lulu,Red Rupee,Zora Hall,Item,Good Pictograph of Lulu,Red Rupee,
Treasure Chest Game 50r,Treasure Chest Game Human,Purple Rupee,East Clock Town,Item,Treasure Chest Game Human,Purple Rupee,
Treasure Chest Game 20r,Treasure Chest Game Zora,Red Rupee,East Clock Town,Item,Treasure Chest Game Zora,Red Rupee,
Treasure Chest Game Deku Nuts,Treasure Chest Game Deku,10 Deku Nuts,East Clock Town,Item,Treasure Chest Game Deku,10 Deku Nuts,
Curiosity Shop 5r,Curiosity Shop Blue Rupee,Blue Rupee,West Clock Town,Item,Curiosity Shop Blue Rupee,Blue Rupee,
Curiosity Shop 20r,Curiosity Shop Red Rupee,Red Rupee,West Clock Town,Item,Curiosity Shop Red Rupee,Red Rupee,
Curiosity Shop 50r,Curiosity Shop Purple Rupee,Purple Rupee,West Clock Town,Item,Curiosity Shop Purple Rupee,Purple Rupee,
Curiosity Shop 200r,Curiosity Shop Gold Rupee,Gold Rupee,West Clock Town,Item,Curiosity Shop Gold Rupee,Gold Rupee,
Seahorse,Fisherman Pictograph,Seahorse,Great Bay Coast,Item,Fisherman Pictograph,Seahorse,
Ikana Castle Courtyard Grass,Ikana Castle Courtyard Grass,10 Arrows,Ikana Castle,Item,Ikana Castle Courtyard Grass,10 Arrows,
Ikana Castle Courtyard Grass 2,Ikana Castle Courtyard Grass 2,10 Arrows,Ikana Castle,Item,Ikana Castle Courtyard Grass 2,10 Arrows,
Night 1 Grave Pot,Night 1 Grave Pot,10 Arrows,Ikana Graveyard,Item,Night 1 Grave Pot,10 Arrows,
Night 2 Grave Pot,Night 2 Grave Pot,10 Arrows,Ikana Graveyard,Item,Night 2 Grave Pot,10 Arrows,
Night 1 Grave Pot 2,Night 1 Grave Pot 2,10 Arrows,Ikana Graveyard,Item,Night 1 Grave Pot 2,10 Arrows,
Cucco Shack Crate,Cucco Shack Crate,10 Arrows,Romani Ranch,Item,Cucco Shack Crate,10 Arrows,
Dampe's Basement Pot,Dampe's Basement Pot,10 Arrows,Ikana Graveyard,Item,Dampe's Basement Pot,10 Arrows,
Dampe's Basement Pot 2,Dampe's Basement Pot 2,10 Arrows,Ikana Graveyard,Item,Dampe's Basement Pot 2,10 Arrows,
Dampe's Basement Pot 3,Dampe's Basement Pot 3,10 Arrows,Ikana Graveyard,Item,Dampe's Basement Pot 3,10 Arrows,
Dampe's Basement Pot 4,Dampe's Basement Pot 4,10 Arrows,Ikana Graveyard,Item,Dampe's Basement Pot 4,10 Arrows,
Goron Village Small Snowball,Goron Village Small Snowball,10 Arrows,Goron Village,Item,Goron Village Small Snowball,10 Arrows,
Goron Village Small Snowball 2,Goron Village Small Snowball 2,10 Arrows,Goron Village,Item,Goron Village Small Snowball 2,10 Arrows,
Great Bay Coast Pot,Great Bay Coast Pot,10 Arrows,Great Bay Coast,Item,Great Bay Coast Pot,10 Arrows,
Great Bay Coast Pot 2,Great Bay Coast Pot 2,10 Arrows,Great Bay Coast,Item,Great Bay Coast Pot 2,10 Arrows,
Great Bay Coast Pot 3,Great Bay Coast Pot 3,10 Arrows,Great Bay Coast,Item,Great Bay Coast Pot 3,10 Arrows,
Great Bay Coast Pot 4,Great Bay Coast Pot 4,10 Arrows,Great Bay Coast,Item,Great Bay Coast Pot 4,10 Arrows,
Great Bay Temple Red Valve Barrel,Great Bay Temple Red Valve Barrel,10 Arrows,Great Bay Temple,Item,Great Bay Temple Red Valve Barrel,10 Arrows,
Ikana King Pot,Ikana King Pot,10 Arrows,Ikana Castle,Item,Ikana King Pot,10 Arrows,
Ikana King Pot 2,Ikana King Pot 2,10 Arrows,Ikana Castle,Item,Ikana King Pot 2,10 Arrows,
Ikana King Entry Pot,Ikana King Entry Pot,10 Arrows,Ikana Castle,Item,Ikana King Entry Pot,10 Arrows,
Ikana King Entry Pot 2,Ikana King Entry Pot 2,10 Arrows,Ikana Castle,Item,Ikana King Entry Pot 2,10 Arrows,
Ikana Graveyard Grass,Ikana Graveyard Grass,10 Arrows,Ikana Graveyard,Item,Ikana Graveyard Grass,10 Arrows,
Oceanside Spider House Entrance Pot,Oceanside Spider House Entrance Pot,10 Arrows,Great Bay Coast,Item,Oceanside Spider House Entrance Pot,10 Arrows,
Oceanside Spider House Entrance Pot 2,Oceanside Spider House Entrance Pot 2,10 Arrows,Great Bay Coast,Item,Oceanside Spider House Entrance Pot 2,10 Arrows,
Pirates' Fortress Sewer Gate Pot,Pirates' Fortress Sewer Gate Pot,10 Arrows,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Gate Pot,10 Arrows,
Pirates' Fortress Guarded Egg Pot,Pirates' Fortress Guarded Egg Pot,10 Arrows,Pirates' Fortress Interior,Item,Pirates' Fortress Guarded Egg Pot,10 Arrows,
Pirates' Fortress Barrel Maze Egg Pot,Pirates' Fortress Barrel Maze Egg Pot,10 Arrows,Pirates' Fortress Interior,Item,Pirates' Fortress Barrel Maze Egg Pot,10 Arrows,
Pirates' Fortress Sewer Exit Pot,Pirates' Fortress Sewer Exit Pot,10 Arrows,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Exit Pot,10 Arrows,
Secret Shrine Underwater Pot,Secret Shrine Underwater Pot,10 Arrows,Secret Shrine,Item,Secret Shrine Underwater Pot,10 Arrows,
Secret Shrine Underwater Pot 2,Secret Shrine Underwater Pot 2,10 Arrows,Secret Shrine,Item,Secret Shrine Underwater Pot 2,10 Arrows,
Snowhead Temple Icicle Room Snowball,Snowhead Temple Icicle Room Snowball,10 Arrows,Snowhead Temple,Item,Snowhead Temple Icicle Room Snowball,10 Arrows,
Snowhead Temple Icicle Room Snowball 2,Snowhead Temple Icicle Room Snowball 2,10 Arrows,Snowhead Temple,Item,Snowhead Temple Icicle Room Snowball 2,10 Arrows,
Stone Tower Upper Scarecrow Pot,Stone Tower Upper Scarecrow Pot,10 Arrows,Stone Tower,Item,Stone Tower Upper Scarecrow Pot,10 Arrows,
Stone Tower Upper Scarecrow Pot 2,Stone Tower Upper Scarecrow Pot 2,10 Arrows,Stone Tower,Item,Stone Tower Upper Scarecrow Pot 2,10 Arrows,
Great Bay Coast Pot 5,Great Bay Coast Pot 5,30 Arrows,Great Bay Coast,Item,Great Bay Coast Pot 5,30 Arrows,
Great Bay Temple Seesaw Room Pot,Great Bay Temple Seesaw Room Pot,30 Arrows,Great Bay Temple,Item,Great Bay Temple Seesaw Room Pot,30 Arrows,
Great Bay Temple Green Pump Barrel,Great Bay Temple Green Pump Barrel,30 Arrows,Great Bay Temple,Item,Great Bay Temple Green Pump Barrel,30 Arrows,
Ikana Canyon Grass,Ikana Canyon Grass,30 Arrows,Ikana Canyon,Item,Ikana Canyon Grass,30 Arrows,
Milk Road Grass,Milk Road Grass,30 Arrows,Milk Road,Item,Milk Road Grass,30 Arrows,
Mountain Village Spring Snowball,Mountain Village Spring Snowball,30 Arrows,Mountain Village,Item,Mountain Village Spring Snowball,30 Arrows,
Mountain Village Winter Small Snowball,Mountain Village Winter Small Snowball,30 Arrows,Mountain Village,Item,Mountain Village Winter Small Snowball,30 Arrows,
Pirates' Fortress Lone Guard Egg Pot,Pirates' Fortress Lone Guard Egg Pot,30 Arrows,Pirates' Fortress Interior,Item,Pirates' Fortress Lone Guard Egg Pot,30 Arrows,
Pirates' Fortress Cage Pot,Pirates' Fortress Cage Pot,30 Arrows,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Pot,30 Arrows,
Ranch Crate,Ranch Crate,30 Arrows,Romani Ranch,Item,Ranch Crate,30 Arrows,
Snowhead Small Snowball,Snowhead Small Snowball,30 Arrows,Snowhead,Item,Snowhead Small Snowball,30 Arrows,
Stone Tower Owl Pot,Stone Tower Owl Pot,30 Arrows,Stone Tower,Item,Stone Tower Owl Pot,30 Arrows,
Zora Cape Owl Pot,Zora Cape Owl Pot,30 Arrows,Zora Cape,Item,Zora Cape Owl Pot,30 Arrows,
Observatory Scarecrow Pot,Observatory Scarecrow Pot,Blue Rupee,East Clock Town,Item,Observatory Scarecrow Pot,Blue Rupee,
Observatory Scarecrow Pot 2,Observatory Scarecrow Pot 2,Blue Rupee,East Clock Town,Item,Observatory Scarecrow Pot 2,Blue Rupee,
Deku Palace Item,Deku Palace Item,Blue Rupee,Deku Palace,Item,Deku Palace Item,Blue Rupee,
Deku Palace Item 2,Deku Palace Item 2,Blue Rupee,Deku Palace,Item,Deku Palace Item 2,Blue Rupee,
Deku Palace Item 3,Deku Palace Item 3,Blue Rupee,Deku Palace,Item,Deku Palace Item 3,Blue Rupee,
Deku Palace Item 4,Deku Palace Item 4,Blue Rupee,Deku Palace,Item,Deku Palace Item 4,Blue Rupee,
Deku Palace Item 5,Deku Palace Item 5,Blue Rupee,Deku Palace,Item,Deku Palace Item 5,Blue Rupee,
Doggy Racetrack Pot,Doggy Racetrack Pot,Blue Rupee,Romani Ranch,Item,Doggy Racetrack Pot,Blue Rupee,
Doggy Racetrack Pot 2,Doggy Racetrack Pot 2,Blue Rupee,Romani Ranch,Item,Doggy Racetrack Pot 2,Blue Rupee,
Doggy Racetrack Pot 3,Doggy Racetrack Pot 3,Blue Rupee,Romani Ranch,Item,Doggy Racetrack Pot 3,Blue Rupee,
Doggy Racetrack Pot 4,Doggy Racetrack Pot 4,Blue Rupee,Romani Ranch,Item,Doggy Racetrack Pot 4,Blue Rupee,
Goron Village Large Snowball,Goron Village Large Snowball,Blue Rupee,Goron Village,Item,Goron Village Large Snowball,Blue Rupee,
Goron Village Large Snowball 2,Goron Village Large Snowball 2,Blue Rupee,Goron Village,Item,Goron Village Large Snowball 2,Blue Rupee,
Goron Village Large Snowball 3,Goron Village Large Snowball 3,Blue Rupee,Goron Village,Item,Goron Village Large Snowball 3,Blue Rupee,
Great Bay Coast Ledge Pot,Great Bay Coast Ledge Pot,Blue Rupee,Great Bay Coast,Item,Great Bay Coast Ledge Pot,Blue Rupee,
Great Bay Coast Ledge Pot 2,Great Bay Coast Ledge Pot 2,Blue Rupee,Great Bay Coast,Item,Great Bay Coast Ledge Pot 2,Blue Rupee,
Great Bay Coast Ledge Pot 3,Great Bay Coast Ledge Pot 3,Blue Rupee,Great Bay Coast,Item,Great Bay Coast Ledge Pot 3,Blue Rupee,
Great Bay Temple Water Control Room Item,Great Bay Temple Water Control Room Item,Blue Rupee,Great Bay Temple,Item,Great Bay Temple Water Control Room Item,Blue Rupee,
Great Bay Temple Water Control Room Item 2,Great Bay Temple Water Control Room Item 2,Blue Rupee,Great Bay Temple,Item,Great Bay Temple Water Control Room Item 2,Blue Rupee,
Bio Baba Grotto Hive,Bio Baba Grotto Hive,Blue Rupee,Termina Field,Item,Bio Baba Grotto Hive,Blue Rupee,
Laundry Pool Crate,Laundry Pool Crate,Blue Rupee,Laundry Pool,Item,Laundry Pool Crate,Blue Rupee,
Mountain Village Day 3 Snowball,Mountain Village Day 3 Snowball,Blue Rupee,Mountain Village,Item,Mountain Village Day 3 Snowball,Blue Rupee,
Mountain Village Day 2 Snowball,Mountain Village Day 2 Snowball,Blue Rupee,Mountain Village,Item,Mountain Village Day 2 Snowball,Blue Rupee,
Twin Islands Item,Twin Islands Item,Blue Rupee,Twin Islands,Item,Twin Islands Item,Blue Rupee,
Twin Islands Item 2,Twin Islands Item 2,Blue Rupee,Twin Islands,Item,Twin Islands Item 2,Blue Rupee,
Twin Islands Item 3,Twin Islands Item 3,Blue Rupee,Twin Islands,Item,Twin Islands Item 3,Blue Rupee,
Twin Islands Item 4,Twin Islands Item 4,Blue Rupee,Twin Islands,Item,Twin Islands Item 4,Blue Rupee,
Pirates' Fortress Barrel Maze Egg Pot 2,Pirates' Fortress Barrel Maze Egg Pot 2,Blue Rupee,Pirates' Fortress Interior,Item,Pirates' Fortress Barrel Maze Egg Pot 2,Blue Rupee,
Pirates' Fortress Sewer Exit Barrel,Pirates' Fortress Sewer Exit Barrel,Blue Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Exit Barrel,Blue Rupee,
Pirates' Fortress Sewer Exit Barrel 2,Pirates' Fortress Sewer Exit Barrel 2,Blue Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Exit Barrel 2,Blue Rupee,
Pirates' Fortress Sewer Exit Barrel 3,Pirates' Fortress Sewer Exit Barrel 3,Blue Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Exit Barrel 3,Blue Rupee,
Pirates' Fortress Cage Room Barrel,Pirates' Fortress Cage Room Barrel,Blue Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Room Barrel,Blue Rupee,
Ranch Barn Hay Item,Ranch Barn Hay Item,Blue Rupee,Romani Ranch,Item,Ranch Barn Hay Item,Blue Rupee,
Ranch Barn Hay Item 2,Ranch Barn Hay Item 2,Blue Rupee,Romani Ranch,Item,Ranch Barn Hay Item 2,Blue Rupee,
Snowhead Temple Icicle Room Snowball 3,Snowhead Temple Icicle Room Snowball 3,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Snowball 3,Blue Rupee,
Snowhead Temple Icicle Room Snowball 4,Snowhead Temple Icicle Room Snowball 4,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Snowball 4,Blue Rupee,
Snowhead Temple Icicle Room Snowball 5,Snowhead Temple Icicle Room Snowball 5,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Snowball 5,Blue Rupee,
Snowhead Temple Elevator Room Crate,Snowhead Temple Elevator Room Crate,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Elevator Room Crate,Blue Rupee,
Snowhead Temple Elevator Room Crate 2,Snowhead Temple Elevator Room Crate 2,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Elevator Room Crate 2,Blue Rupee,
Snowhead Temple Elevator Room Crate 3,Snowhead Temple Elevator Room Crate 3,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Elevator Room Crate 3,Blue Rupee,
Snowhead Temple Elevator Room Crate 4,Snowhead Temple Elevator Room Crate 4,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Elevator Room Crate 4,Blue Rupee,
Snowhead Temple Elevator Room Crate 5,Snowhead Temple Elevator Room Crate 5,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Elevator Room Crate 5,Blue Rupee,
Snowhead Temple Safety Bridge Pot,Snowhead Temple Safety Bridge Pot,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Safety Bridge Pot,Blue Rupee,
Snowhead Temple Safety Bridge Pot 2,Snowhead Temple Safety Bridge Pot 2,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Safety Bridge Pot 2,Blue Rupee,
Cleared Swamp Potion Shop Pot,Cleared Swamp Potion Shop Pot,Blue Rupee,Southern Swamp,Item,Cleared Swamp Potion Shop Pot,Blue Rupee,
Swamp Near Frog Item,Swamp Near Frog Item,Blue Rupee,Southern Swamp,Item,Swamp Near Frog Item,Blue Rupee,
Swamp Near Frog Item 2,Swamp Near Frog Item 2,Blue Rupee,Southern Swamp,Item,Swamp Near Frog Item 2,Blue Rupee,
Potion Shop Pot,Potion Shop Pot,Blue Rupee,Southern Swamp,Item,Potion Shop Pot,Blue Rupee,
Stone Tower Temple Lava Room Item,Stone Tower Temple Lava Room Item,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item,Blue Rupee,
Stone Tower Temple Lava Room Item 2,Stone Tower Temple Lava Room Item 2,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item 2,Blue Rupee,
Stone Tower Temple Thin Bridge Item,Stone Tower Temple Thin Bridge Item,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item,Blue Rupee,
Stone Tower Temple Thin Bridge Item 2,Stone Tower Temple Thin Bridge Item 2,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 2,Blue Rupee,
Stone Tower Temple Thin Bridge Item 3,Stone Tower Temple Thin Bridge Item 3,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 3,Blue Rupee,
Stone Tower Temple Thin Bridge Item 4,Stone Tower Temple Thin Bridge Item 4,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 4,Blue Rupee,
Stone Tower Temple Thin Bridge Item 5,Stone Tower Temple Thin Bridge Item 5,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 5,Blue Rupee,
Stone Tower Temple Thin Bridge Item 6,Stone Tower Temple Thin Bridge Item 6,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 6,Blue Rupee,
Stone Tower Temple Thin Bridge Item 7,Stone Tower Temple Thin Bridge Item 7,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 7,Blue Rupee,
Stone Tower Temple Thin Bridge Item 8,Stone Tower Temple Thin Bridge Item 8,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 8,Blue Rupee,
Inverted Stone Tower Temple Dexihand Item,Inverted Stone Tower Temple Dexihand Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Dexihand Item,Blue Rupee,
Inverted Stone Tower Temple Pre-Boss Closest Item,Inverted Stone Tower Temple Pre-Boss Closest Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Closest Item,Blue Rupee,
Inverted Stone Tower Temple Pre-Boss 2nd Closest Item,Inverted Stone Tower Temple Pre-Boss 2nd Closest Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss 2nd Closest Item,Blue Rupee,
Inverted Stone Tower Temple Pre-Boss Item,Inverted Stone Tower Temple Pre-Boss Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Item,Blue Rupee,
Inverted Stone Tower Temple Pre-Boss Item 2,Inverted Stone Tower Temple Pre-Boss Item 2,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Item 2,Blue Rupee,
Inverted Stone Tower Temple Pre-Boss Item 3,Inverted Stone Tower Temple Pre-Boss Item 3,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Item 3,Blue Rupee,
Inverted Stone Tower Temple Pre-Boss Furthest Item,Inverted Stone Tower Temple Pre-Boss Furthest Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Furthest Item,Blue Rupee,
Inverted Stone Tower Temple Pre-Boss Furthest Item 2,Inverted Stone Tower Temple Pre-Boss Furthest Item 2,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Furthest Item 2,Blue Rupee,
Inverted Stone Tower Temple Pre-Boss 2nd Furthest Item,Inverted Stone Tower Temple Pre-Boss 2nd Furthest Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss 2nd Furthest Item,Blue Rupee,
Inverted Stone Tower Temple Pre-Boss 2nd Furthest Item 2,Inverted Stone Tower Temple Pre-Boss 2nd Furthest Item 2,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss 2nd Furthest Item 2,Blue Rupee,
Inverted Stone Tower Temple Pre-Boss Closest Item 2,Inverted Stone Tower Temple Pre-Boss Closest Item 2,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Closest Item 2,Blue Rupee,
Inverted Stone Tower Temple Pre-Boss 2nd Closest Item 2,Inverted Stone Tower Temple Pre-Boss 2nd Closest Item 2,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss 2nd Closest Item 2,Blue Rupee,
Swordsman's School Pot,Swordsman's School Pot,Blue Rupee,West Clock Town,Item,Swordsman's School Pot,Blue Rupee,
Swordsman's School Pot 2,Swordsman's School Pot 2,Blue Rupee,West Clock Town,Item,Swordsman's School Pot 2,Blue Rupee,
Swordsman's School Pot 3,Swordsman's School Pot 3,Blue Rupee,West Clock Town,Item,Swordsman's School Pot 3,Blue Rupee,
Swordsman's School Pot 4,Swordsman's School Pot 4,Blue Rupee,West Clock Town,Item,Swordsman's School Pot 4,Blue Rupee,
Swordsman's School Pot 5,Swordsman's School Pot 5,Blue Rupee,West Clock Town,Item,Swordsman's School Pot 5,Blue Rupee,
Woodfall Item,Woodfall Item,Blue Rupee,Woodfall,Item,Woodfall Item,Blue Rupee,
Woodfall Temple Entrance Hive,Woodfall Temple Entrance Hive,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Entrance Hive,Blue Rupee,
Woodfall Temple Gekko Room Pot,Woodfall Temple Gekko Room Pot,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Gekko Room Pot,Blue Rupee,
Woodfall Temple Gekko Room Pot 2,Woodfall Temple Gekko Room Pot 2,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Gekko Room Pot 2,Blue Rupee,
Woodfall Temple Gekko Room Pot 3,Woodfall Temple Gekko Room Pot 3,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Gekko Room Pot 3,Blue Rupee,
Woodfall Temple Gekko Room Pot 4,Woodfall Temple Gekko Room Pot 4,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Gekko Room Pot 4,Blue Rupee,
Woodfall Temple Pre-Boss Platform Item,Woodfall Temple Pre-Boss Platform Item,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Pre-Boss Platform Item,Blue Rupee,
Woodfall Temple Pre-Boss Platform Item 2,Woodfall Temple Pre-Boss Platform Item 2,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Pre-Boss Platform Item 2,Blue Rupee,
Woodfall Temple Pre-Boss Platform Item 3,Woodfall Temple Pre-Boss Platform Item 3,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Pre-Boss Platform Item 3,Blue Rupee,
Woodfall Temple Pre-Boss Platform Item 4,Woodfall Temple Pre-Boss Platform Item 4,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Pre-Boss Platform Item 4,Blue Rupee,
Well Left Path Pot,Well Left Path Pot,5 Bombs,Beneath the Well,Item,Well Left Path Pot,5 Bombs,
Well Left Path Pot 2,Well Left Path Pot 2,5 Bombs,Beneath the Well,Item,Well Left Path Pot 2,5 Bombs,
Well Left Path Pot 3,Well Left Path Pot 3,5 Bombs,Beneath the Well,Item,Well Left Path Pot 3,5 Bombs,
Well Left Path Pot 4,Well Left Path Pot 4,5 Bombs,Beneath the Well,Item,Well Left Path Pot 4,5 Bombs,
Well Left Path Pot 5,Well Left Path Pot 5,5 Bombs,Beneath the Well,Item,Well Left Path Pot 5,5 Bombs,
Goron Village Small Snowball 3,Goron Village Small Snowball 3,5 Bombs,Goron Village,Item,Goron Village Small Snowball 3,5 Bombs,
Goron Village Small Snowball 4,Goron Village Small Snowball 4,5 Bombs,Goron Village,Item,Goron Village Small Snowball 4,5 Bombs,
Great Bay Coast Pot 6,Great Bay Coast Pot 6,5 Bombs,Great Bay Coast,Item,Great Bay Coast Pot 6,5 Bombs,
Great Bay Temple Red Valve Barrel 2,Great Bay Temple Red Valve Barrel 2,5 Bombs,Great Bay Temple,Item,Great Bay Temple Red Valve Barrel 2,5 Bombs,
Great Bay Temple Green Pump Barrel 2,Great Bay Temple Green Pump Barrel 2,5 Bombs,Great Bay Temple,Item,Great Bay Temple Green Pump Barrel 2,5 Bombs,
Ikana Canyon Grass 2,Ikana Canyon Grass 2,5 Bombs,Ikana Canyon,Item,Ikana Canyon Grass 2,5 Bombs,
Mountain Village Spring Snowball 2,Mountain Village Spring Snowball 2,5 Bombs,Mountain Village,Item,Mountain Village Spring Snowball 2,5 Bombs,
Mountain Village Winter Small Snowball 2,Mountain Village Winter Small Snowball 2,5 Bombs,Mountain Village,Item,Mountain Village Winter Small Snowball 2,5 Bombs,
Snowhead Small Snowball 2,Snowhead Small Snowball 2,5 Bombs,Snowhead,Item,Snowhead Small Snowball 2,5 Bombs,
Stone Tower Owl Pot 2,Stone Tower Owl Pot 2,5 Bombs,Stone Tower,Item,Stone Tower Owl Pot 2,5 Bombs,
Inverted Stone Tower Pot,Inverted Stone Tower Pot,5 Bombs,Stone Tower,Item,Inverted Stone Tower Pot,5 Bombs,
Zora Cape Owl Pot 2,Zora Cape Owl Pot 2,5 Bombs,Zora Cape,Item,Zora Cape Owl Pot 2,5 Bombs,
Ikana Castle Left Staircase Pot,Ikana Castle Left Staircase Pot,10 Deku Nuts,Ikana Castle,Item,Ikana Castle Left Staircase Pot,10 Deku Nuts,
Goron Village Small Snowball 5,Goron Village Small Snowball 5,10 Deku Nuts,Goron Village,Item,Goron Village Small Snowball 5,10 Deku Nuts,
Goron Village Small Snowball 6,Goron Village Small Snowball 6,10 Deku Nuts,Goron Village,Item,Goron Village Small Snowball 6,10 Deku Nuts,
Pirates' Fortress Sewer Exit Pot 2,Pirates' Fortress Sewer Exit Pot 2,10 Deku Nuts,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Exit Pot 2,10 Deku Nuts,
Woodfall Pot,Woodfall Pot,10 Deku Nuts,Woodfall,Item,Woodfall Pot,10 Deku Nuts,
Goron Shrine Pot,Goron Shrine Pot,Deku Stick,Goron Village,Item,Goron Shrine Pot,Deku Stick,
Goron Shrine Pot 2,Goron Shrine Pot 2,Deku Stick,Goron Village,Item,Goron Shrine Pot 2,Deku Stick,
Goron Shrine Pot 3,Goron Shrine Pot 3,Deku Stick,Goron Village,Item,Goron Shrine Pot 3,Deku Stick,
Goron Shrine Pot 4,Goron Shrine Pot 4,Deku Stick,Goron Village,Item,Goron Shrine Pot 4,Deku Stick,
