DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem,EntrancePair
Honey and Darling 50r,Honey and Darling Any Day,Purple Rupee,East Clock Town,Item,Honey and Darling Any Day,Purple Rupee,
Kotake Mushroom Sale 20r,Kotake Mushroom Sale,Red Rupee,Southern Swamp,Item,Kotake Mushroom Sale,Red Rupee,
Pictograph Contest 5r,Pictograph Contest Standard Photo,Blue Rupee,Southern Swamp,Item,Pictograph Contest Standard Photo,Blue Rupee,
Pictograph Contest 20r,Pictograph Contest Good Photo,Red Rupee,Southern Swamp,Item,Pictograph Contest Good Photo,Red Rupee,
Swamp Scrub Magic Bean,Swamp Scrub Purchase,Magic Bean,Southern Swamp,Item,Swamp Scrub Purchase,Magic Bean,
Ocean Scrub Green Potion,Ocean Scrub Purchase,Green Potion,Zora Hall,Item,Ocean Scrub Purchase,Green Potion,
Canyon Scrub Blue Potion,Canyon Scrub Purchase,Blue Potion,Ikana Canyon,Item,Canyon Scrub Purchase,Blue Potion,
Zora Hall Stage Lights 5r,Zora Hall Stage Lights,Blue Rupee,Zora Hall,Item,Zora Hall Stage Lights,Blue Rupee,
Gorman Bros Purchase Milk,Gorman Bros Milk Purchase,Milk,Milk Road,Item,Gorman Bros Milk Purchase,Milk,
Ocean Spider House 50r,Ocean Spider House Day 2 Reward,Purple Rupee,Great Bay Coast,Item,Ocean Spider House Day 2 Reward,Purple Rupee,
Ocean Spider House 20r,Ocean Spider House Day 3 Reward,Red Rupee,Great Bay Coast,Item,Ocean Spider House Day 3 Reward,Red Rupee,
Lulu Pictograph 5r,Bad Pictograph of Lulu,Blue Rupee,Zora Hall,Item,Bad Pictograph of Lulu,Blue Rupee,
Lulu Pictograph 20r,Good Pictograph of Lulu,Red Rupee,Zora Hall,Item,Good Pictograph of Lulu,Red Rupee,
Treasure Chest Game 50r,Treasure Chest Game Human,Purple Rupee,East Clock Town,Item,Treasure Chest Game Human,Purple Rupee,
Treasure Chest Game 20r,Treasure Chest Game Zora,Red Rupee,East Clock Town,Item,Treasure Chest Game Zora,Red Rupee,
Treasure Chest Game Deku Nuts,Treasure Chest Game Deku,10 Deku Nuts,East Clock Town,Item,Treasure Chest Game Deku,10 Deku Nuts,
Curiosity Shop 5r,Curiosity Shop Blue Rupee,Blue Rupee,West Clock Town,Item,Curiosity Shop Blue Rupee,Blue Rupee,
Curiosity Shop 20r,Curiosity Shop Red Rupee,Red Rupee,West Clock Town,Item,Curiosity Shop Red Rupee,Red Rupee,
Curiosity Shop 50r,Curiosity Shop Purple Rupee,Purple Rupee,West Clock Town,Item,Curiosity Shop Purple Rupee,Purple Rupee,
Curiosity Shop 200r,Curiosity Shop Gold Rupee,Gold Rupee,West Clock Town,Item,Curiosity Shop Gold Rupee,Gold Rupee,
Seahorse,Fisherman Pictograph,Seahorse,Great Bay Coast,Item,Fisherman Pictograph,Seahorse,
EntranceMayorsResidenceFromEastClockTown,ECT > Mayor,Mayor < ECT,East Clock Town,Entrance,EntranceMayorsResidenceFromEastClockTown,EntranceMayorsResidenceFromEastClockTown,EntranceEastClockTownFromMayorsResidence
EntranceMajorasLairFromTheMoon,Moon > Majora,Majora < Moon,The Moon,Entrance,EntranceMajorasLairFromTheMoon,EntranceMajorasLairFromTheMoon,
EntranceMagicHagsPotionShopFromSouthernSwamp,Swamp > Witch Shop,Witch Shop < Swamp,Southern Swamp,Entrance,EntranceMagicHagsPotionShopFromSouthernSwamp,EntranceMagicHagsPotionShopFromSouthernSwamp,EntranceSouthernSwampFromMagicHagsPotionShop
EntranceRanchBarnFromRomaniRanch,Ranch > Barn,Ranch Barn < Ranch,Romani Ranch,Entrance,EntranceRanchBarnFromRomaniRanch,EntranceRanchBarnFromRomaniRanch,EntranceRomaniRanchFromBarn
EntranceRanchHouseFromRomaniRanch,Ranch > Ranch House,Ranch House < Ranch,Romani Ranch,Entrance,EntranceRanchHouseFromRomaniRanch,EntranceRanchHouseFromRomaniRanch,EntranceRomaniRanchFromRanchHouse
EntranceHoneyDarlingsShopFromEastClockTown,ECT > Honey Darling,Honey Darling < ECT,East Clock Town,Entrance,EntranceHoneyDarlingsShopFromEastClockTown,EntranceHoneyDarlingsShopFromEastClockTown,EntranceEastClockTownFromHoneyDarlingsShop
EntranceBeneathGraveyardFromIkanaGraveyardNight2,Graveyard > Grave 2,Beneath Grave < Grave 2,Ikana Graveyard,Entrance,EntranceBeneathGraveyardFromIkanaGraveyardNight2,EntranceBeneathGraveyardFromIkanaGraveyardNight2,EntranceIkanaGraveyardFromDay2Grave
EntranceBeneathGraveyardFromIkanaGraveyardNight1,Graveyard > Grave1,Beneath Grave < Grave 1,Ikana Graveyard,Entrance,EntranceBeneathGraveyardFromIkanaGraveyardNight1,EntranceBeneathGraveyardFromIkanaGraveyardNight1,EntranceIkanaGraveyardFromDay1Grave
EntranceSouthernSwampFromRoadtoSouthernSwamp,Swamp Road > Swamp,Swamp < Swamp Road,Road to Southern Swamp,Entrance,EntranceSouthernSwampFromRoadtoSouthernSwamp,EntranceSouthernSwampFromRoadtoSouthernSwamp,EntranceRoadtoSouthernSwampFromSouthernSwamp
EntranceSouthernSwampFromTouristInformation,Tourist Center > Swamp,Swamp < Tourist Center,Interior,Entrance,EntranceSouthernSwampFromTouristInformation,EntranceSouthernSwampFromTouristInformation,EntranceTouristInformationFromSouthernSwamp
EntranceSouthernSwampFromWoodfall,Woodfall > Swamp,Swamp < Woodfall,Woodfall,Entrance,EntranceSouthernSwampFromWoodfall,EntranceSouthernSwampFromWoodfall,EntranceWoodfallFromSouthernSwamp
EntranceSouthernSwampFromDekuPalaceLower,Deku Palace > Swamp LOW,Swamp < Deku Palace LOW,Deku Palace,Entrance,EntranceSouthernSwampFromDekuPalaceLower,EntranceSouthernSwampFromDekuPalaceLower,EntranceDekuPalaceFromSouthernSwampLower
EntranceSouthernSwampFromDekuPalaceUpper,Deku Palace > Swamp UP,Swamp < Deku Palace UP,Deku Palace,Entrance,EntranceSouthernSwampFromDekuPalaceUpper,EntranceSouthernSwampFromDekuPalaceUpper,EntranceDekuPalaceFromSouthernSwampUpper
EntranceSouthernSwampFromMagicHagsPotionShop,Witch Shop > Swamp,Swamp < Witch Shop,Interior,Entrance,EntranceSouthernSwampFromMagicHagsPotionShop,EntranceSouthernSwampFromMagicHagsPotionShop,EntranceMagicHagsPotionShopFromSouthernSwamp
EntranceSouthernSwampFromWoodsofMystery,Mystery Wood > Swamp,Swamp < Mystery Wood,Interior,Entrance,EntranceSouthernSwampFromWoodsofMystery,EntranceSouthernSwampFromWoodsofMystery,EntranceWoodsofMysteryFromSouthernSwamp
EntranceSouthernSwampFromSwampSpiderHouse,Swamp Spider > Swamp,Swamp < Swamp Spider,Interior,Entrance,EntranceSouthernSwampFromSwampSpiderHouse,EntranceSouthernSwampFromSwampSpiderHouse,EntranceSwampSpiderHouseFromSouthernSwamp
EntranceSouthernSwampFromIkanaCanyon,Ikana > Swamp,Swamp < Ikana,Ikana Canyon,Entrance,EntranceSouthernSwampFromIkanaCanyon,EntranceSouthernSwampFromIkanaCanyon,
EntranceSouthernSwampFromOwlStatue,Owl Warp > Swamp,Swamp < Owl Warp,Owl Warp,Entrance,EntranceSouthernSwampFromOwlStatue,EntranceSouthernSwampFromOwlStatue,
EntranceCuriosityShopFromWestClockTown,WCT > Curiosity Shop,Curiosity Shop < WCT,West Clock Town,Entrance,EntranceCuriosityShopFromWestClockTown,EntranceCuriosityShopFromWestClockTown,EntranceWestClockTownFromCuriosityShop
EntranceKafeisHideoutFromLaundryPool,Laundry Pool > Kafei,Kafei < Laundry pool,Laundry Pool,Entrance,EntranceKafeisHideoutFromLaundryPool,EntranceKafeisHideoutFromLaundryPool,EntranceLaundryPoolFromKafeisHideout
EntranceCuriosityShopFromKafeisHideout,Kafei > PeepHole,Kafei < Peephole,Interior,Entrance,EntranceCuriosityShopFromKafeisHideout,EntranceCuriosityShopFromKafeisHideout,EntranceKafeisHideoutFromCuriosityShop
EntranceKafeisHideoutFromCuriosityShop,PeepHole > Kafei,PeepHole < Kafei,Interior,Entrance,EntranceKafeisHideoutFromCuriosityShop,EntranceKafeisHideoutFromCuriosityShop,EntranceCuriosityShopFromKafeisHideout
EntranceGrottoGossipOceanFromTerminaField,Termina > Ocean Gossip,Ocean Gossip < Termina,Termina Field,Entrance,EntranceGrottoGossipOceanFromTerminaField,EntranceGrottoGossipOceanFromTerminaField,
EntranceGrottoGossipSwampFromTerminaField,Termina > Swamp Gossip,Swamp Gossip < Termina,Termina Field,Entrance,EntranceGrottoGossipSwampFromTerminaField,EntranceGrottoGossipSwampFromTerminaField,
EntranceGrottoGossipCanyonFromTerminaField,Termina > Canyon Gossip,Canyon Gossip < Termina,Termina Field,Entrance,EntranceGrottoGossipCanyonFromTerminaField,EntranceGrottoGossipCanyonFromTerminaField,
EntranceGrottoGossipMountainFromTerminaField,Termina > Mountain Gossip,Mountain Gossip < Termina,Termina Field,Entrance,EntranceGrottoGossipMountainFromTerminaField,EntranceGrottoGossipMountainFromTerminaField,
EntranceGrottoHotSpringWaterFromTwinIslands,Twin Island > HSW Grotto,HSW Grotto < Termina,Twin Islands,Entrance,EntranceGrottoHotSpringWaterFromTwinIslands,EntranceGrottoHotSpringWaterFromTwinIslands,
EntranceGrottoPalaceStraightFromDekuPalaceA,,Palace Straight Grotto < Palace Garden East,Deku Palace,Entrance,EntranceGrottoPalaceStraightFromDekuPalaceA,EntranceGrottoPalaceStraightFromDekuPalaceA,EntranceDekuPalaceGardenEastFromPalaceStraightGrotto
EntranceGrottoDodongoFromTerminaField,Termina > Dodongo Grotto,Dodongo Grotto < Termina,Termina Field,Entrance,EntranceGrottoDodongoFromTerminaField,EntranceGrottoDodongoFromTerminaField,
EntranceGrottoPalaceVinesFromDekuPalaceLower,,Palace Vine Grotto < Palace Garden East,Deku Palace,Entrance,EntranceGrottoPalaceVinesFromDekuPalaceLower,EntranceGrottoPalaceVinesFromDekuPalaceLower,EntranceDekuPalaceGardenEastFromPalaceVinesGrotto
EntranceGrottoDekuMerchantFromTerminaField,Termina > Deku Grotto,Deku Grotto < Termina,Termina Field,Entrance,EntranceGrottoDekuMerchantFromTerminaField,EntranceGrottoDekuMerchantFromTerminaField,
EntranceGrottoBioBabaFromTerminaField,Termina > Bio Baba Grotto,Bio Baba Grotto < Termina,Termina Field,Entrance,EntranceGrottoBioBabaFromTerminaField,EntranceGrottoBioBabaFromTerminaField,
EntranceGrottoBeanSellerFromDekuPalace,Deku Palace > Bean Seller Grotto,Bean Seller Grotto < Deku Palace,Deku Palace,Entrance,EntranceGrottoBeanSellerFromDekuPalace,EntranceGrottoBeanSellerFromDekuPalace,EntranceDekuPalaceGardenEastFromBeanSellerGrotto
EntranceGrottoPeahatFromTerminaField,Termina > Peahat Grotto,Peahat Grotto < Termina,Termina Field,Entrance,EntranceGrottoPeahatFromTerminaField,EntranceGrottoPeahatFromTerminaField,
EntranceGrottoPalaceStraightFromDekuPalaceB,,Palace Straight Grotto < Palace Garden West,Deku Palace,Entrance,EntranceGrottoPalaceStraightFromDekuPalaceB,EntranceGrottoPalaceStraightFromDekuPalaceB,EntranceDekuPalaceGardenWestFromPalaceStraightGrotto
EntranceGrottoPalaceVinesFromDekuPalaceUpper,,Palace Vine Grotto < Palace Garden West,Deku Palace,Entrance,EntranceGrottoPalaceVinesFromDekuPalaceUpper,EntranceGrottoPalaceVinesFromDekuPalaceUpper,EntranceDekuPalaceGardenWestFromPalaceVinesGrotto
EntranceGrottoLensCaveFromGoronVillage,Goron Village > Lens Cave,Lens Cave < Goron Village,Goron Village,Entrance,EntranceGrottoLensCaveFromGoronVillage,EntranceGrottoLensCaveFromGoronVillage,EntranceGoronVillageFromLensCave
EntranceIkanaCanyonFromRoadtoIkana,Ikana Road > Ikana,Ikana < Ikana Road,Road to Ikana,Entrance,EntranceIkanaCanyonFromRoadtoIkana,EntranceIkanaCanyonFromRoadtoIkana,EntranceRoadtoIkanaFromIkanaCanyon
EntranceIkanaCanyonFromPoeHut,Poe Hut > Ikana,Ikana < Poe Hut,Interior,Entrance,EntranceIkanaCanyonFromPoeHut,EntranceIkanaCanyonFromPoeHut,EntrancePoeHutFromIkanaCanyon
EntranceIkanaCanyonFromMusicBoxHouse,Music House > Ikana,Ikana < Music House,Interior,Entrance,EntranceIkanaCanyonFromMusicBoxHouse,EntranceIkanaCanyonFromMusicBoxHouse,EntranceMusicBoxHouseFromIkanaCanyon
EntranceIkanaCanyonFromStoneTower,Stone Tower > Ikana,Ikana < Stone Tower,Stone Tower,Entrance,EntranceIkanaCanyonFromStoneTower,EntranceIkanaCanyonFromStoneTower,EntranceStoneTowerFromIkanaCanyon
EntranceIkanaCanyonFromOwlStatue,Owl Warp > Ikana,Ikana < Owl Warp,Owl Warp,Entrance,EntranceIkanaCanyonFromOwlStatue,EntranceIkanaCanyonFromOwlStatue,
EntranceIkanaCanyonFromBeneaththeWell,Ikana Well > Ikana,Ikana < Ikana Well,Beneath the Well,Entrance,EntranceIkanaCanyonFromBeneaththeWell,EntranceIkanaCanyonFromBeneaththeWell,EntranceBeneaththeWellFromIkanaCanyon
EntranceIkanaCanyonFromSakonsHideout,Sakon > Ikana,Ikana < Sakon,Interior,Entrance,EntranceIkanaCanyonFromSakonsHideout,EntranceIkanaCanyonFromSakonsHideout,EntranceSakonsHideoutFromIkanaCanyon
EntranceIkanaCanyonFromIkanaClear,Twinmold Lair > Ikana,Ikana < Twinmold Lair,Stone Tower Temple,Entrance,EntranceIkanaCanyonFromIkanaClear,EntranceIkanaCanyonFromIkanaClear,
EntranceIkanaCanyonFromAncientCastleofIkanaCourtyard,Ikana Castle > Ikana,Ikana < Ikana castle,Ikana Castle,Entrance,EntranceIkanaCanyonFromAncientCastleofIkanaCourtyard,EntranceIkanaCanyonFromAncientCastleofIkanaCourtyard,EntranceAncientCastleofIkanaCourtyardFromIkanaCanyon
EntranceIkanaCanyonFromFairysFountain,Ikana Fairy > Ikana,Ikana < Ikana Fairy,Interior,Entrance,EntranceIkanaCanyonFromFairysFountain,EntranceIkanaCanyonFromFairysFountain,EntranceFairysFountainFromIkanaCanyon
EntranceIkanaCanyonFromSecretShrine,Secret Shrine > ikana,Ikana < Secret Shrine,Interior,Entrance,EntranceIkanaCanyonFromSecretShrine,EntranceIkanaCanyonFromSecretShrine,EntranceSecretShrineFromIkanaCanyon
EntranceIkanaCanyonFromSpringWaterCave,Spring Water Cave > ikana,Ikana < Spring Water Cave,Interior,Entrance,EntranceIkanaCanyonFromSpringWaterCave,EntranceIkanaCanyonFromSpringWaterCave,EntranceSpringWaterCaveFromIkanaCanyon
EntranceSpringWaterCaveFromIkanaCanyon,Ikana > Spring Water Cave,Spring water Cave < Ikana,Ikana Canyon,Entrance,EntranceSpringWaterCaveFromIkanaCanyon,EntranceSpringWaterCaveFromIkanaCanyon,EntranceIkanaCanyonFromSpringWaterCave
EntrancePiratesFortressFromMainEntrance,PF EXT > Pirate Fortress,Pirate Fortress < PF EXT,Pirates' Fortress Exterior,Entrance,EntrancePiratesFortressFromMainEntrance,EntrancePiratesFortressFromMainEntrance,EntrancePiratesFortressExteriorFromPiratesFortressMain
EntrancePiratesFortressFromHookshotRoomLower,PF Hookshot > Pirate Fortress Low,Pirate Fortress < Hookshot Lower,Interior,Entrance,EntrancePiratesFortressFromHookshotRoomLower,EntrancePiratesFortressFromHookshotRoomLower,EntrancePiratesFortressHookshotRoomFromLowerDoor
EntrancePiratesFortressFromHookshotRoomUpper,PF Hookshot > Pirate Fortress UP,Pirate Fortress < Hookshout Upper,Interior,Entrance,EntrancePiratesFortressFromHookshotRoomUpper,EntrancePiratesFortressFromHookshotRoomUpper,EntrancePiratesFortressHookshotRoomFromUpperDoor
EntrancePiratesFortressFromGuardRoomFront,PF Guard > Pirate Fortress Front,Pirate Fortress < Guard Front,Interior,Entrance,EntrancePiratesFortressFromGuardRoomFront,EntrancePiratesFortressFromGuardRoomFront,EntrancePiratesFortressGuardRoomFromFrontDoor
EntrancePiratesFortressFromGuardRoomBack,PF Guard > Pirate Fortress Back,Pirate Fortress < Guard Back,Interior,Entrance,EntrancePiratesFortressFromGuardRoomBack,EntrancePiratesFortressFromGuardRoomBack,EntrancePiratesFortressGuardRoomFromBackDoor
EntrancePiratesFortressFromBarrelMazeFront,PF Barrel > Pirate Fortress Front,Pirate Fortress < Barrel Front,Interior,Entrance,EntrancePiratesFortressFromBarrelMazeFront,EntrancePiratesFortressFromBarrelMazeFront,EntrancePiratesFortressBarrelMazeFromFrontDoor
EntrancePiratesFortressFromBarrelMazeBack,PF Barrel > Pirate Fortress Back,Pirate Fortress < Barrel Back,Interior,Entrance,EntrancePiratesFortressFromBarrelMazeBack,EntrancePiratesFortressFromBarrelMazeBack,EntrancePiratesFortressBarrelMazeFromBackDoor
EntrancePiratesFortressFromOnePatrolFront,PF 1 Guard > pirate Fortress Front,Pirate Fortress < 1 Guard Front,Interior,Entrance,EntrancePiratesFortressFromOnePatrolFront,EntrancePiratesFortressFromOnePatrolFront,EntrancePiratesFortressOneGuardFrontFromPiratesFortress
EntrancePiratesFortressFromOnePatrolBack,PF 1 Guard > Pirate Fortress Back,Pirate Fortress < 1 guard Back,Interior,Entrance,EntrancePiratesFortressFromOnePatrolBack,EntrancePiratesFortressFromOnePatrolBack,EntrancePiratesFortressOneGuardRearFromPiratesFortress
EntrancePiratesFortressFromTelescope,PF Sewer > PF telescope,PF Telescope < PF Sewer,Interior,Entrance,EntrancePiratesFortressFromTelescope,EntrancePiratesFortressFromTelescope,EntrancePiratesFortressSewerFromTelescope
EntrancePiratesFortressFromPiratesFortressExteriorBalcony,PF EXT > Pirate Fortress Balcony,Pirate Fortress < PF EXT Balcony,Pirates' Fortress Exterior,Entrance,EntrancePiratesFortressFromPiratesFortressExteriorBalcony,EntrancePiratesFortressFromPiratesFortressExteriorBalcony,EntrancePiratesFortressExteriorFromPiratesFortressBalcony
EntranceMilkBarFromEastClockTown,ECT > Milk Bar,Milk Bar < ECT,East Clock Town,Entrance,EntranceMilkBarFromEastClockTown,EntranceMilkBarFromEastClockTown,EntranceEastClockTownFromMilkBar
EntranceStoneTowerTempleFromStoneTower,Stone Tower > STT,STT < Stone Tower,Stone Tower,Entrance,EntranceStoneTowerTempleFromStoneTower,EntranceStoneTowerTempleFromStoneTower,EntranceStoneTowerFromStoneTowerTemple
EntranceTreasureChestShopFromEastClockTown,ECT > Treasure Chest Shop,Treasure Shop < ECT,East Clock Town,Entrance,EntranceTreasureChestShopFromEastClockTown,EntranceTreasureChestShopFromEastClockTown,EntranceEastClockTownFromTreasureChestShop
EntranceStoneTowerTempleInvertedFromStoneTowerInverted,Inverted Stone Tower > ISTT,ISTT < Inverted Stone Tower,Stone Tower,Entrance,EntranceStoneTowerTempleInvertedFromStoneTowerInverted,EntranceStoneTowerTempleInvertedFromStoneTowerInverted,EntranceStoneTowerInvertedFromStoneTowerTempleInverted
EntranceStoneTowerTempleInvertedBossRoomFromStoneTowerTempleInverted,ISTT > ISTT Boss Room,ISTT Boss Room < ISTT,Stone Tower Temple,Entrance,EntranceStoneTowerTempleInvertedBossRoomFromStoneTowerTempleInverted,EntranceStoneTowerTempleInvertedBossRoomFromStoneTowerTempleInverted,
EntranceClockTowerRooftopFromSouthClockTown,SCT > Clock Tower Roof,Clock Tower Roof < SCT,South Clock Town,Entrance,EntranceClockTowerRooftopFromSouthClockTown,EntranceClockTowerRooftopFromSouthClockTown,EntranceSouthClockTownFromClockTowerRooftop
EntranceBeforethePortaltoTerminaFromClockTowerInterior,Inside Clock Tower > Lost Woods,Lost Woods < Inside Clock Tower,Interior,Entrance,EntranceBeforethePortaltoTerminaFromClockTowerInterior,EntranceBeforethePortaltoTerminaFromClockTowerInterior,EntranceClockTowerInteriorFromBeforethePortaltoTermina
EntranceBeforethePortaltoTerminaFromBeforethePortaltoTermina,Lost Woods > Void Out,Lost Woods < Void Out,Beneath Clocktown,Entrance,EntranceBeforethePortaltoTerminaFromBeforethePortaltoTermina,EntranceBeforethePortaltoTerminaFromBeforethePortaltoTermina,
EntranceWoodfallTempleFromWoodfall,Woodfall > Woodfall temple,Woodfall Temple < Woodfall,Woodfall,Entrance,EntranceWoodfallTempleFromWoodfall,EntranceWoodfallTempleFromWoodfall,EntranceWoodfallFromWoodfallTempleEntrance
EntranceWoodfallTemplePrisonFromOdolwasLair,Odalwa Lair > Woodfall Prison,Woodfall Prison < Odalwa lair,Woodfall Temple,Entrance,EntranceWoodfallTemplePrisonFromOdolwasLair,EntranceWoodfallTemplePrisonFromOdolwasLair,
EntranceWoodfallTemplePrisonFromWoodfall,Woodfall > Woodfall Prison,Woodfall Prison < Woodfall,Woodfall,Entrance,EntranceWoodfallTemplePrisonFromWoodfall,EntranceWoodfallTemplePrisonFromWoodfall,EntranceWoodfallFromWoodfallTempleExit
EntrancePathtoMountainVillageFromTerminaField,Termina > Mountain Path,Mountain Path < Termina,Termina Field,Entrance,EntrancePathtoMountainVillageFromTerminaField,EntrancePathtoMountainVillageFromTerminaField,EntranceTerminaFieldFromPathtoMountainVillage
EntrancePathtoMountainVillageFromMountainVillage,Mountain Village > Mountain path,Mountain Path < Mountain village,Mountain Village,Entrance,EntrancePathtoMountainVillageFromMountainVillage,EntrancePathtoMountainVillageFromMountainVillage,EntranceMountainVillageFromPathtoMountainVillage
EntranceAncientCastleofIkanaCourtyardFromBeneaththeWell,Ikana Well > Ikana castle Outer,Ikana Castle Outer < Ikana Well,Beneath the Well,Entrance,EntranceAncientCastleofIkanaCourtyardFromBeneaththeWell,EntranceAncientCastleofIkanaCourtyardFromBeneaththeWell,EntranceBeneaththeWellFromAncientCastleofIkana
EntranceAncientCastleofIkanaCourtyardFromIkanaCanyon,Ikana > Ikana Castle Outer,Ikana Castle Outer < Ikana,Ikana Canyon,Entrance,EntranceAncientCastleofIkanaCourtyardFromIkanaCanyon,EntranceAncientCastleofIkanaCourtyardFromIkanaCanyon,EntranceIkanaCanyonFromAncientCastleofIkanaCourtyard
EntranceAncientCastleofIkanaCourtyardFromAncientCastleofIkana,Ikana Castle > Ikana Caslte Outer,Ikana Castle Outer < Ikana Castle,Ikana Castle,Entrance,EntranceAncientCastleofIkanaCourtyardFromAncientCastleofIkana,EntranceAncientCastleofIkanaCourtyardFromAncientCastleofIkana,EntranceAncientCastleofIkanaFromCourtyard
EntranceAncientCastleofIkanaFromCourtyard,Ikana Castle Outer > Ikana Castle,Ikana Castle < Ikana Castle Outer,Ikana Castle,Entrance,EntranceAncientCastleofIkanaFromCourtyard,EntranceAncientCastleofIkanaFromCourtyard,EntranceAncientCastleofIkanaCourtyardFromAncientCastleofIkana
EntranceAncientCastleofIkanaFromBlockHole,Ikana Castle Outer > Block Hole,Ikana Castle < Block Hole,Ikana Castle,Entrance,EntranceAncientCastleofIkanaFromBlockHole,EntranceAncientCastleofIkanaFromBlockHole,
EntranceAncientCastleofIkanaFromKegHole,Ikana Castle Outer > Keg Hole,Ikana Castle < Keg Hole,Ikana Castle,Entrance,EntranceAncientCastleofIkanaFromKegHole,EntranceAncientCastleofIkanaFromKegHole,
EntranceAncientCastleofIkanaFromIgosduIkanasLair,Igos Lair > Ikana Castle,Ikana Castle < Igos Lair,Interior,Entrance,EntranceAncientCastleofIkanaFromIgosduIkanasLair,EntranceAncientCastleofIkanaFromIgosduIkanasLair,EntranceIgosduIkanasLairFromAncientCastleofIkana
EntranceDekuScrubPlaygroundFromNorthClockTown,NCT > Deku playground,Deku Playground < NCT,North Clock Town,Entrance,EntranceDekuScrubPlaygroundFromNorthClockTown,EntranceDekuScrubPlaygroundFromNorthClockTown,EntranceNorthClockTownFromDekuScrubPlayground
EntranceOdolwasLairFromWoodfallTemple,Woodfall Temple > Odolwa,Odolwa Lair < Woodfall Temple,Woodfall Temple,Entrance,EntranceOdolwasLairFromWoodfallTemple,EntranceOdolwasLairFromWoodfallTemple,
EntranceTownShootingGalleryFromEastClockTown,ECT > Town Shooting,Town Shooting < ECT,East Clock Town,Entrance,EntranceTownShootingGalleryFromEastClockTown,EntranceTownShootingGalleryFromEastClockTown,EntranceEastClockTownFromShootingGalleryClockTown
EntranceSnowheadTempleFromSnowhead,Snowhead > Snowhead Temple,Snowhead Temple < Snowhead,Snowhead,Entrance,EntranceSnowheadTempleFromSnowhead,EntranceSnowheadTempleFromSnowhead,EntranceSnowheadFromSnowheadTemple
EntranceMilkRoadFromTerminaField,Termina > Milk Road,Milk Road < Termina,Termina Field,Entrance,EntranceMilkRoadFromTerminaField,EntranceMilkRoadFromTerminaField,EntranceTerminaFieldFromMilkRoad
EntranceMilkRoadFromRomaniRanch,Ranch > Milk Road,Milk Road < Ranch,Romani Ranch,Entrance,EntranceMilkRoadFromRomaniRanch,EntranceMilkRoadFromRomaniRanch,EntranceRomaniRanchFromMilkRoad
EntranceMilkRoadFromGormanRacetrackTrack,Gorman Track > Milk Road Gate,Milk Road < Gorman Track Gate,Milk Road,Entrance,EntranceMilkRoadFromGormanRacetrackTrack,EntranceMilkRoadFromGormanRacetrackTrack,EntranceGormanTrackFromMilkRoadGated
EntranceMilkRoadFromGormanRacetrackMain,Gorman Track > Milk Road Main,Milk Road < Gorman Track Main,Milk Road,Entrance,EntranceMilkRoadFromGormanRacetrackMain,EntranceMilkRoadFromGormanRacetrackMain,EntranceGormanTrackFromMilkRoadMain
EntranceMilkRoadFromOwlStatue,Owl Warp > Milk Road,Milk Road < Owl Warp,Owl Warp,Entrance,EntranceMilkRoadFromOwlStatue,EntranceMilkRoadFromOwlStatue,
EntrancePiratesFortressHookshotRoomFromLowerDoor,Pirate Fortress > PF Hookshot Low,PF Hookshot < Pirate Fortress Lower,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressHookshotRoomFromLowerDoor,EntrancePiratesFortressHookshotRoomFromLowerDoor,EntrancePiratesFortressFromHookshotRoomLower
EntrancePiratesFortressHookshotRoomFromUpperDoor,Pirate Fortress > PF Hookshot UP,PF Hookshot < Pirate Fortress Upper,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressHookshotRoomFromUpperDoor,EntrancePiratesFortressHookshotRoomFromUpperDoor,EntrancePiratesFortressFromHookshotRoomUpper
EntrancePiratesFortressGuardRoomFromFrontDoor,Pirate Fortress > PF Guard Front,PF Guard < Pirate Fortress Front,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressGuardRoomFromFrontDoor,EntrancePiratesFortressGuardRoomFromFrontDoor,EntrancePiratesFortressFromGuardRoomFront
EntrancePiratesFortressGuardRoomFromBackDoor,Pirate Fortress > PF Guard Back,PF Guard < Pirate Fortress Back,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressGuardRoomFromBackDoor,EntrancePiratesFortressGuardRoomFromBackDoor,EntrancePiratesFortressFromGuardRoomBack
EntrancePiratesFortressBarrelMazeFromFrontDoor,Pirate Fortress > PF Barrel Front,PF Barrel < Pirate Fortress Front,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressBarrelMazeFromFrontDoor,EntrancePiratesFortressBarrelMazeFromFrontDoor,EntrancePiratesFortressFromBarrelMazeFront
EntrancePiratesFortressBarrelMazeFromBackDoor,Pirate Fortress > PF Barrel Back,PF Barrel < Pirate Fortress Back,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressBarrelMazeFromBackDoor,EntrancePiratesFortressBarrelMazeFromBackDoor,EntrancePiratesFortressFromBarrelMazeBack
