DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem,EntrancePair
Lost Woods Beyond Mido => Deku Theater,Lost Woods Beyond Mido > Deku Theater,Deku Theater < Lost Woods Beyond Mido,Lost Woods,Entrance,LW Beyond Mido>Deku Theater,Deku Theater,Deku Theater => Lost Woods Beyond Mido
Lost Woods Beyond Mido => Lost Woods Sales Grotto,Lost Woods Beyond Mido > Lost Woods Sales Grotto,Lost Woods Sales Grotto < Lost Woods Beyond Mido,Lost Woods,Entrance,LW Beyond Mido>LW Scrubs Grotto,LW Scrubs Grotto,Lost Woods Sales Grotto => Lost Woods Beyond Mido
Lost Woods Generic Grotto => Lost Woods,Lost Woods Generic Grotto > Lost Woods,Lost Woods < Lost Woods Generic Grotto,Lost Woods,Entrance,LW Near Shortcuts Grotto>Lost Woods,Lost Woods<LW Near Shortcuts Grotto,Lost Woods => Lost Woods Generic Grotto
Lost Woods Sales Grotto => Lost Woods Beyond Mido,Lost Woods Sales Grotto > Lost Woods Beyond Mido,Lost Woods Beyond Mido < Lost Woods Sales Grotto,Lost Woods,Entrance,LW Scrubs Grotto>LW Beyond Mido,LW Beyond Mido<LW Scrubs Grotto,Lost Woods Beyond Mido => Lost Woods Sales Grotto
Meadow Fairy Grotto => Sacred Forest Meadow,Meadow Fairy Grotto > Sacred Forest Meadow,Sacred Forest Meadow < Meadow Fairy Grotto,Lost Woods,Entrance,SFM Fairy Grotto>Sacred Forest Meadow,Sacred Forest Meadow<SFM Fairy Grotto,Sacred Forest Meadow => Meadow Fairy Grotto
Meadow Storms Grotto => Sacred Forest Meadow,Meadow Storms Grotto > Sacred Forest Meadow,Sacred Forest Meadow < Meadow Storms Grotto,Lost Woods,Entrance,SFM Storms Grotto>Sacred Forest Meadow,Sacred Forest Meadow<SFM Storms Grotto,Sacred Forest Meadow => Meadow Storms Grotto
Mountain Bombable Grotto => Death Mountain Summit,Mountain Bombable Grotto > Death Mountain Summit,Death Mountain Summit < Mountain Bombable Grotto,Death Mountain,Entrance,DMT Cow Grotto>Death Mountain Summit,Death Mountain Summit<DMT Cow Grotto,Death Mountain Summit => Mountain Bombable Grotto
Mountain Storms Grotto => Death Mountain,Mountain Storms Grotto > Death Mountain,Death Mountain < Mountain Storms Grotto,Death Mountain,Entrance,DMT Storms Grotto>Death Mountain,Death Mountain<DMT Storms Grotto,Death Mountain => Mountain Storms Grotto
Remote Southern Grotto => Hyrule Field,Remote Southern Grotto > Hyrule Field,Hyrule Field < Remote Southern Grotto,Hyrule Field,Entrance,HF Southeast Grotto>Hyrule Field,Hyrule Field<HF Southeast Grotto,Hyrule Field => Remote Southern Grotto
Sacred Forest Meadow => Meadow Fairy Grotto,Sacred Forest Meadow > Meadow Fairy Grotto,Meadow Fairy Grotto < Sacred Forest Meadow,Lost Woods,Entrance,Sacred Forest Meadow>SFM Fairy Grotto,SFM Fairy Grotto,Meadow Fairy Grotto => Sacred Forest Meadow
Sacred Forest Meadow => Meadow Storms Grotto,Sacred Forest Meadow > Meadow Storms Grotto,Meadow Storms Grotto < Sacred Forest Meadow,Lost Woods,Entrance,Sacred Forest Meadow>SFM Storms Grotto,SFM Storms Grotto,Meadow Storms Grotto => Sacred Forest Meadow
Sacred Forest Meadow Entryway => Front of Meadow Grotto,Sacred Forest Meadow Entryway > Front of Meadow Grotto,Front of Meadow Grotto < Sacred Forest Meadow Entryway,Lost Woods,Entrance,SFM Entryway>SFM Wolfos Grotto,SFM Wolfos Grotto,Front of Meadow Grotto => Sacred Forest Meadow Entryway
Shield Grave => Graveyard,Shield Grave > Graveyard,Graveyard < Shield Grave,Kakariko Village,Entrance,Graveyard Shield Grave>Graveyard,Graveyard<Graveyard Shield Grave,Graveyard => Shield Grave
Top of Crater Grotto => Death Mountain Crater Upper Local,Top of Crater Grotto > Death Mountain Crater Upper Local,Death Mountain Crater Upper Local < Top of Crater Grotto,Death Mountain,Entrance,DMC Upper Grotto>DMC Upper Local,DMC Upper Local<DMC Upper Grotto,Death Mountain Crater Upper Nearby => Top of Crater Grotto
Zora River => Zora River Plateau Bombable Grotto,Zora River > Zora River Plateau Bombable Grotto,Zora River Plateau Bombable Grotto < Zora River,Zora River,Entrance,ZR Fairy Grotto>Zora River,Zora River<ZR Fairy Grotto,Zora River Plateau Bombable Grotto => Zora River
Zora River => Zora River Plateau Open Grotto,Zora River > Zora River Plateau Open Grotto,Zora River Plateau Open Grotto < Zora River,Zora River,Entrance,ZR Open Grotto>Zora River,Zora River<ZR Open Grotto,Zora River Plateau Open Grotto => Zora River
Zora River => Zora River Storms Grotto,Zora River > Zora River Storms Grotto,Zora River Storms Grotto < Zora River,Zora River,Entrance,ZR Storms Grotto>Zora River,Zora River<ZR Storms Grotto,Zora River Storms Grotto => Zora River
Zora River Plateau Bombable Grotto => Zora River,Zora River Plateau Bombable Grotto > Zora River,Zora River < Zora River Plateau Bombable Grotto,Zora River,Entrance,Zora River>ZR Fairy Grotto,ZR Fairy Grotto,Zora River => Zora River Plateau Bombable Grotto
Zora River Plateau Open Grotto => Zora River,Zora River Plateau Open Grotto > Zora River,Zora River < Zora River Plateau Open Grotto,Zora River,Entrance,Zora River>ZR Open Grotto,ZR Open Grotto,Zora River => Zora River Plateau Open Grotto
Zora River Storms Grotto => Zora River,Zora River Storms Grotto > Zora River,Zora River < Zora River Storms Grotto,Zora River,Entrance,Zora River>ZR Storms Grotto,ZR Storms Grotto,Zora River => Zora River Storms Grotto
Zoras Domain => Zoras Domain Storms Grotto,Zoras Domain > Zoras Domain Storms Grotto,Zoras Domain Storms Grotto < Zoras Domain,Zora River,Entrance,Zoras Domain>ZD Storms Grotto,ZD Storms Grotto,Zoras Domain Storms Grotto => Zoras Domain
Zoras Domain Storms Grotto => Zoras Domain,Zoras Domain Storms Grotto > Zoras Domain,Zoras Domain < Zoras Domain Storms Grotto,Zora River,Entrance,ZD Storms Grotto>Zoras Domain,Zoras Domain<ZD Storms Grotto,Zoras Domain => Zoras Domain Storms Grotto
Links Pocket,Starting Medallion/Stone,Light Medallion,Stones and Meddalions,Boss Token,Links Pocket,Light Medallion,
Queen Gohma,Queen Gohma,Kokiri Emerald,Stones and Meddalions,Boss Token,Queen Gohma,Kokiri Emerald,
King Dodongo,King Dodongo,Goron Ruby,Stones and Meddalions,Boss Token,King Dodongo,Goron Ruby,
Barinade,Barinade,Zora Sapphire,Stones and Meddalions,Boss Token,Barinade,Zora Sapphire,
Phantom Ganon,Phantom Ganon,Forest Medallion,Stones and Meddalions,Boss Token,Phantom Ganon,Forest Medallion,
Volvagia,Volvagia,Fire Medallion,Stones and Meddalions,Boss Token,Volvagia,Fire Medallion,
Morpha,Morpha,Water Medallion,Stones and Meddalions,Boss Token,Morpha,Water Medallion,
Bongo Bongo,Bongo Bongo,Shadow Medallion,Stones and Meddalions,Boss Token,Bongo Bongo,Shadow Medallion,
Twinrova,Twinrova,Spirit Medallion,Stones and Meddalions,Boss Token,Twinrova,Spirit Medallion,
Song from Saria,Song from Saria,Sarias Song,Lost Woods,Item,Song from Saria,Sarias Song,
Sheik Forest Song,Sheik Forest Song,Minuet of Forest,Lost Woods,Item,Sheik in Forest,Minuet of Forest,
Song from Ocarina of Time,Song from Ocarina of Time,Song of Time,Hyrule Field,Item,Song from Ocarina of Time,Song of Time,
Sheik at Colossus,Sheik at Colossus,Requiem of Spirit,Gerudo Desert,Item,Sheik at Colossus,Requiem of Spirit,
Sheik at Temple,Sheik at Temple,Prelude of Light,Castle Town,Item,Sheik at Temple,Prelude of Light,
Impa at Castle,Impa at Castle,Zeldas Lullaby,Castle Town,Item,Song from Impa,Zeldas Lullaby,
Sheik in Kakariko,Sheik in Kakariko,nocturne of shadow,Kakariko Village,Item,Sheik in Kakariko,nocturne of shadow,
Song at Windmill,Song at Windmill,Song of Storms,Kakariko Village,Item,Song from Windmill,Song of Storms,
Song from Composer Grave,Song from Composer Grave,Sun Song,Kakariko Village,Item,Song from Composers Grave,Sun Song,
Sheik in Crater,Sheik in Crater,Bolero of Fire,Death Mountain,Item,Sheik in Crater,Bolero of Fire,
Song from Malon,Song from Malon,Eponas Song,Lon Lon Ranch,Item,Song from Malon,Eponas Song,
Sheik in Ice Cavern,Sheik in Ice Cavern,Serenade of Water,Lake Hylia,Item,Sheik in Ice Cavern,Serenade of Water,
Kokiri Sword Chest,Kokiri Sword Chest,Kokiri Sword,Kokiri Forest,Item,KF Kokiri Sword Chest,Kokiri Sword,
GS Kokiri Know It All House,GS Kokiri Know It All House,Skull Token,Kokiri Forest,Item,KF GS Know It All House,Gold Skulltula Token,
GS Kokiri Bean Patch,GS Kokiri Bean Patch,Skull Token,Kokiri Forest,Item,KF GS Bean Patch,Gold Skulltula Token,
GS Kokiri House of Twins,GS Kokiri House of Twins,Skull Token,Kokiri Forest,Item,KF GS House of Twins,Gold Skulltula Token,
Links House Cow,Links House Cow,Milk,Kokiri Forest,Item,KF Links House Cow,Milk,
Mido Chest Top Left,Mido Chest Top Left,Blue Rupee,Kokiri Forest,Item,KF Midos Top Left Chest,Blue Rupee,
Mido Chest Top Right,Mido Chest Top Right,Blue Rupee,Kokiri Forest,Item,KF Midos Top Right Chest,Blue Rupee,
Mido Chest Bottom Left,Mido Chest Bottom Left,Green Rupee,Kokiri Forest,Item,KF Midos Bottom Left Chest,Green Rupee,
Mido Chest Bottom Right,Mido Chest Bottom Right,Recovery Heart,Kokiri Forest,Item,KF Midos Bottom Right Chest,Recovery Heart,
Kokiri Shop Item 5,Kokiri Shop Item 5,Recovery Heart,Kokiri Forest,Item,KF Shop Item 5,Recovery Heart,
Kokiri Shop Item 6,Kokiri Shop Item 6,10 Arrows,Kokiri Forest,Item,KF Shop Item 6,10 Arrows,
Kokiri Shop Item 7,Kokiri Shop Item 7,30 Arrows,Kokiri Forest,Item,KF Shop Item 7,30 Arrows,
Kokiri Shop Item 8,Kokiri Shop Item 8,Deku Seeds,Kokiri Forest,Item,KF Shop Item 8,Deku Seeds,
Skull Kid,Skull Kid,Heart Piece,Lost Woods,Item,LW Skull Kid,Heart Piece,
Ocarina Memory Game,Ocarina Memory Game,Heart Piece,Lost Woods,Item,LW Ocarina Memory Game,Heart Piece,
Target in Woods,Target in Woods,Bullet Bag Upgrade,Lost Woods,Item,LW Target in Woods,Bullet Bag Upgrade,
LW Deku Scrub Deku Stick Upgrade,LW Deku Scrub Deku Stick Upgrade,Deku Stick Upgrade,Lost Woods,Item,LW Deku Scrub Near Bridge,Deku Stick Upgrade,
GS Lost Woods Bean Patch Near Bridge,GS Lost Woods Bean Patch Near Bridge,Skull Token,Lost Woods,Item,LW GS Bean Patch Near Bridge,Gold Skulltula Token,
LW Deku Scrub Deku Nuts,LW Deku Scrub Deku Nuts,5 Deku Nuts,Lost Woods,Item,LW Deku Scrub Near Deku Theater Right,5 Deku Nuts,
LW Deku Scrub Deku Sticks,LW Deku Scrub Deku Sticks,Deku Stick,Lost Woods,Item,LW Deku Scrub Near Deku Theater Left,Deku Stick,
GS Lost Woods Above Stage,GS Lost Woods Above Stage,Skull Token,Lost Woods,Item,LW GS Above Theater,Gold Skulltula Token,
GS Lost Woods Bean Patch Near Stage,GS Lost Woods Bean Patch Near Stage,Skull Token,Lost Woods,Item,LW GS Bean Patch Near Theater,Gold Skulltula Token,
GS Sacred Forest Meadow,GS Sacred Forest Meadow,Skull Token,Lost Woods,Item,SFM GS,Gold Skulltula Token,
Gift from Saria,Gift from Saria,Ocarina Upgrade,Lost Woods,Item,LW Gift from Saria,Ocarina Upgrade,
Ocarina of Time,Ocarina of Time,Ocarina Upgrade,Hyrule Field,Item,HF Ocarina of Time Item,Ocarina Upgrade,
Underwater Bottle,Underwater Bottle,Rutos Letter,Lake Hylia,Item,LH Underwater Item,Rutos Letter,
Lake Hylia Sun,Lake Hylia Sun,Fire Arrows,Lake Hylia,Item,LH Sun,Fire Arrows,
Lake Hylia Freestanding PoH,Lake Hylia Freestanding PoH,Heart Piece,Lake Hylia,Item,LH Freestanding PoH,Heart Piece,
GS Lake Hylia Bean Patch,GS Lake Hylia Bean Patch,Skull Token,Lake Hylia,Item,LH GS Bean Patch,Gold Skulltula Token,
GS Lake Hylia Lab Wall,GS Lake Hylia Lab Wall,Skull Token,Lake Hylia,Item,LH GS Lab Wall,Gold Skulltula Token,
GS Lake Hylia Small Island,GS Lake Hylia Small Island,Skull Token,Lake Hylia,Item,LH GS Small Island,Gold Skulltula Token,
GS Lake Hylia Giant Tree,GS Lake Hylia Giant Tree,Skull Token,Lake Hylia,Item,LH GS Tree,Gold Skulltula Token,
Diving in the Lab,Diving in the Lab,Heart Piece,Lake Hylia,Item,LH Lab Dive,Heart Piece,
GS Lab Underwater Crate,GS Lab Underwater Crate,Skull Token,Lake Hylia,Item,LH GS Lab Crate,Gold Skulltula Token,
Child Fishing,Child Fishing,Heart Piece,Lake Hylia,Item,LH Child Fishing,Heart Piece,
Adult Fishing,Adult Fishing,Scale Upgrade,Lake Hylia,Item,LH Adult Fishing,Scale Upgrade,
GS Gerudo Valley Small Bridge,GS Gerudo Valley Small Bridge,Skull Token,Gerudo Desert,Item,GV GS Small Bridge,Gold Skulltula Token,
Gerudo Valley Waterfall Freestanding PoH,Gerudo Valley Waterfall Freestanding PoH,Heart Piece,Gerudo Desert,Item,GV Waterfall Freestanding PoH,Heart Piece,
GS Gerudo Valley Bean Patch,GS Gerudo Valley Bean Patch,Skull Token,Gerudo Desert,Item,GV GS Bean Patch,Gold Skulltula Token,
Gerudo Valley Cow,Gerudo Valley Cow,Milk,Gerudo Desert,Item,GV Cow,Milk,
Gerudo Valley Crate Freestanding PoH,Gerudo Valley Crate Freestanding PoH,Heart Piece,Gerudo Desert,Item,GV Crate Freestanding PoH,Heart Piece,
Gerudo Valley Hammer Rocks Chest,Gerudo Valley Hammer Rocks Chest,Purple Rupee,Gerudo Desert,Item,GV Chest,Purple Rupee,
GS Gerudo Valley Behind Tent,GS Gerudo Valley Behind Tent,Skull Token,Gerudo Desert,Item,GV GS Behind Tent,Gold Skulltula Token,
GS Gerudo Valley Pillar,GS Gerudo Valley Pillar,Skull Token,Gerudo Desert,Item,GV GS Pillar,Gold Skulltula Token,
Gerudo Fortress Rooftop Chest,Gerudo Fortress Rooftop Chest,Heart Piece,Gerudo Desert,Item,GF Chest,Heart Piece,
Horseback Archery 1000 Points,Horseback Archery 1000 Points,Heart Piece,Gerudo Desert,Item,GF HBA 1000 Points,Heart Piece,
Horseback Archery 1500 Points,Horseback Archery 1500 Points,Quiver Upgrade,Gerudo Desert,Item,GF HBA 1500 Points,Quiver Upgrade,
Gerudo Fortress North F1 Carpenter,Gerudo Fortress North F1 Carpenter,Gerudo Fortress Small Key,Gerudo Desert,Item,GF North F1 Carpenter,Gerudo Fortress Small Key,
Gerudo Fortress North F2 Carpenter,Gerudo Fortress North F2 Carpenter,Gerudo Fortress Small Key,Gerudo Desert,Item,GF North F2 Carpenter,Gerudo Fortress Small Key,
Gerudo Fortress South F1 Carpenter,Gerudo Fortress South F1 Carpenter,Gerudo Fortress Small Key,Gerudo Desert,Item,GF South F1 Carpenter,Gerudo Fortress Small Key,
Gerudo Fortress South F2 Carpenter,Gerudo Fortress South F2 Carpenter,Gerudo Fortress Small Key,Gerudo Desert,Item,GF South F2 Carpenter,Gerudo Fortress Small Key,
Gerudo Fortress Membership Card,Gerudo Fortress Membership Card,Gerudo Fortress Membership Card,Gerudo Desert,Item,GF Gerudo Membership Card,Gerudo Fortress Membership Card,
GS Gerudo Fortress Archery Range,GS Gerudo Fortress Archery Range,Skull Token,Gerudo Desert,Item,GF GS Archery Range,Gold Skulltula Token,
GS Gerudo Fortress Top Floor,GS Gerudo Fortress Top Floor,Skull Token,Gerudo Desert,Item,GF GS Top Floor,Gold Skulltula Token,
Haunted Wasteland Structure Chest,Haunted Wasteland Structure Chest,Purple Rupee,Gerudo Desert,Item,Wasteland Chest,Purple Rupee,
Haunted Wasteland Bombchu Salesman,Haunted Wasteland Bombchu Salesman,10 Bombchus,Gerudo Desert,Item,Wasteland Bombchu Salesman,Bombchus,
GS Wasteland Ruins,GS Wasteland Ruins,Skull Token,Gerudo Desert,Item,Wasteland GS,Gold Skulltula Token,
Colossus Freestanding PoH,Colossus Freestanding PoH,Heart Piece,Gerudo Desert,Item,Colossus Freestanding PoH,Heart Piece,
GS Desert Colossus Bean Patch,GS Desert Colossus Bean Patch,Skull Token,Gerudo Desert,Item,Colossus GS Bean Patch,Gold Skulltula Token,
GS Desert Colossus Tree,GS Desert Colossus Tree,Skull Token,Gerudo Desert,Item,Colossus GS Tree,Gold Skulltula Token,
GS Desert Colossus Hill,GS Desert Colossus Hill,Skull Token,Gerudo Desert,Item,Colossus GS Hill,Gold Skulltula Token,
Desert Colossus Fairy Reward,Desert Colossus Fairy Reward,Nayrus Love,Gerudo Desert,Item,Colossus Great Fairy Reward,Nayrus Love,
Zelda,Zelda,Zeldas Letter,Castle Town,Item,Zelda,Zeldas Letter,
Malon Egg,Malon Egg,Weird Egg,Castle Town,Item,HC Malon Egg,Weird Egg,
GS Hyrule Castle Tree,GS Hyrule Castle Tree,Skull Token,Castle Town,Item,HC GS Tree,Gold Skulltula Token,
Hyrule Castle Fairy Reward,Hyrule Castle Fairy Reward,Dins Fire,Castle Town,Item,HC Great Fairy Reward,Dins Fire,
GS Outside Ganon's Castle,GS Outside Ganon's Castle,Skull Token,Castle Town,Item,OGC GS,Gold Skulltula Token,
Ganons Castle Fairy Reward,Ganons Castle Fairy Reward,Double Defence,Castle Town,Item,OGC Great Fairy Reward,Double Defence,
10 Big Poes,10 Big Poes,Empty Bottle,Castle Town,Item,Market 10 Big Poes,Empty Bottle,
GS Castle Market Guard House,GS Castle Market Guard House,Skull Token,Castle Town,Item,Market GS Guard House,Gold Skulltula Token,
Castle Town Bazaar Item 5,Castle Town Bazaar Item 5,50 Arrows,Castle Town,Item,Market Bazaar Item 5,50 Arrows,
Castle Town Bazaar Item 6,Castle Town Bazaar Item 6,30 Arrows,Castle Town,Item,Market Bazaar Item 6,30 Arrows,
Castle Town Bazaar Item 7,Castle Town Bazaar Item 7,Deku Stick,Castle Town,Item,Market Bazaar Item 7,Deku Stick,
Castle Town Bazaar Item 8,Castle Town Bazaar Item 8,10 Arrows,Castle Town,Item,Market Bazaar Item 8,10 Arrows,
Child Shooting Gallery,Child Shooting Gallery,Bullet Bag Upgrade,Castle Town,Item,Market Shooting Gallery,Bullet Bag Upgrade,
Bombchu Bowling Bomb Bag,Bombchu Bowling Bomb Bag,Bomb Bag Upgrade,Castle Town,Item,Market Bombchu Bowling First Prize,Bomb Bag Upgrade,
Bombchu Bowling Piece of Heart,Bombchu Bowling Piece of Heart,Heart Piece,Castle Town,Item,Market Bombchu Bowling Second Prize,Heart Piece,
Castle Town Potion Shop Item 5,Castle Town Potion Shop Item 5,Fish,Castle Town,Item,Market Potion Shop Item 5,Fish,
Castle Town Potion Shop Item 6,Castle Town Potion Shop Item 6,Bug,Castle Town,Item,Market Potion Shop Item 6,Bug,
Castle Town Potion Shop Item 7,Castle Town Potion Shop Item 7,Poe,Castle Town,Item,Market Potion Shop Item 7,Poe,
Castle Town Potion Shop Item 8,Castle Town Potion Shop Item 8,Deku Nuts,Castle Town,Item,Market Potion Shop Item 8,Deku Nuts,
Treasure Chest Game,Treasure Chest Game,Heart Piece,Castle Town,Item,Market Treasure Chest Game,Heart Piece,
Bombchu Shop Item 5,Bombchu Shop Item 5,10 Bombchus,Castle Town,Item,Market Bombchu Shop Item 5,Bombchus,
Bombchu Shop Item 6,Bombchu Shop Item 6,10 Bombchus,Castle Town,Item,Market Bombchu Shop Item 6,Bombchus,
Bombchu Shop Item 7,Bombchu Shop Item 7,10 Bombchus,Castle Town,Item,Market Bombchu Shop Item 7,Bombchus,
Bombchu Shop Item 8,Bombchu Shop Item 8,10 Bombchus,Castle Town,Item,Market Bombchu Shop Item 8,Bombchus,
Dog Lady,Dog Lady,Heart Piece,Castle Town,Item,Market Dog Lady,Heart Piece,
Anju as Adult,Anju as Adult,Pocket Egg,Kakariko Village,Item,Kak Anju as Adult,Pocket Egg,
Anjus Chickens,Anjus Chickens,Empty Bottle,Kakariko Village,Item,Kak Anju as Child,Empty Bottle,
GS Kakariko House Under Construction,GS Kakariko House Under Construction,Skull Token,Kakariko Village,Item,Kak GS House Under Construction,Gold Skulltula Token,
GS Kakariko Skulltula House,GS Kakariko Skulltula House,Skull Token,Kakariko Village,Item,Kak GS Skulltula House,Gold Skulltula Token,
GS Kakariko Guard's House,GS Kakariko Guard's House,Skull Token,Kakariko Village,Item,Kak GS Guards House,Gold Skulltula Token,
GS Kakariko Tree,GS Kakariko Tree,Skull Token,Kakariko Village,Item,Kak GS Tree,Gold Skulltula Token,
GS Kakariko Watchtower,GS Kakariko Watchtower,Skull Token,Kakariko Village,Item,Kak GS Watchtower,Gold Skulltula Token,
GS Kakariko Above Impa's House,GS Kakariko Above Impa's House,Skull Token,Kakariko Village,Item,Kak GS Above Impas House,Gold Skulltula Token,
Man on Roof,Man on Roof,Heart Piece,Kakariko Village,Item,Kak Man on Roof,Heart Piece,
10 Gold Skulltula Reward,10 Gold Skulltula Reward,Wallet Upgrade,Kakariko Village,Item,Kak 10 Gold Skulltula Reward,Wallet Upgrade,
20 Gold Skulltula Reward,20 Gold Skulltula Reward,Stone of Agony,Kakariko Village,Item,Kak 20 Gold Skulltula Reward,Stone of Agony,
30 Gold Skulltula Reward,30 Gold Skulltula Reward,Wallet Upgrade,Kakariko Village,Item,Kak 30 Gold Skulltula Reward,Wallet Upgrade,
40 Gold Skulltula Reward,40 Gold Skulltula Reward,10 Bombchus,Kakariko Village,Item,Kak 40 Gold Skulltula Reward,Bombchus,
50 Gold Skulltula Reward,50 Gold Skulltula Reward,Heart Piece,Kakariko Village,Item,Kak 50 Gold Skulltula Reward,Heart Piece,
Impa House Freestanding PoH,Impa House Freestanding PoH,Heart Piece,Kakariko Village,Item,Kak Impas House Freestanding PoH,Heart Piece,
Impas House Cow,Impas House Cow,Milk,Kakariko Village,Item,Kak Impas House Cow,Milk,
Windmill Freestanding PoH,Windmill Freestanding PoH,Heart Piece,Kakariko Village,Item,Kak Windmill Freestanding PoH,Heart Piece,
Kakariko Bazaar Item 5,Kakariko Bazaar Item 5,50 Arrows,Kakariko Village,Item,Kak Bazaar Item 5,50 Arrows,
Kakariko Bazaar Item 6,Kakariko Bazaar Item 6,30 Arrows,Kakariko Village,Item,Kak Bazaar Item 6,30 Arrows,
Kakariko Bazaar Item 7,Kakariko Bazaar Item 7,Deku Stick,Kakariko Village,Item,Kak Bazaar Item 7,Deku Stick,
Kakariko Bazaar Item 8,Kakariko Bazaar Item 8,10 Arrows,Kakariko Village,Item,Kak Bazaar Item 8,10 Arrows,
Adult Shooting Gallery,Adult Shooting Gallery,Quiver Upgrade,Kakariko Village,Item,Kak Shooting Gallery,Quiver Upgrade,
Kakariko Potion Shop Item 5,Kakariko Potion Shop Item 5,Fish,Kakariko Village,Item,Kak Potion Shop Item 5,Fish,
Kakariko Potion Shop Item 6,Kakariko Potion Shop Item 6,Bug,Kakariko Village,Item,Kak Potion Shop Item 6,Bug,
Kakariko Potion Shop Item 7,Kakariko Potion Shop Item 7,Poe,Kakariko Village,Item,Kak Potion Shop Item 7,Poe,
Kakariko Potion Shop Item 8,Kakariko Potion Shop Item 8,Deku Nuts,Kakariko Village,Item,Kak Potion Shop Item 8,Deku Nuts,
Graveyard Freestanding PoH,Graveyard Freestanding PoH,Heart Piece,Kakariko Village,Item,Graveyard Freestanding PoH,Heart Piece,
Gravedigging Tour,Gravedigging Tour,Heart Piece,Kakariko Village,Item,Graveyard Dampe Gravedigging Tour,Heart Piece,
GS Graveyard Wall,GS Graveyard Wall,Skull Token,Kakariko Village,Item,Graveyard GS Wall,Gold Skulltula Token,
GS Graveyard Bean Patch,GS Graveyard Bean Patch,Skull Token,Kakariko Village,Item,Graveyard GS Bean Patch,Gold Skulltula Token,
Shield Grave Chest,Shield Grave Chest,Hylian Shield,Kakariko Village,Item,Graveyard Shield Grave Chest,Hylian Shield,
Heart Piece Grave Chest,Heart Piece Grave Chest,Heart Piece,Kakariko Village,Item,Graveyard Heart Piece Grave Chest,Heart Piece,
Composer Grave Chest,Composer Grave Chest,5 Bombs,Kakariko Village,Item,Graveyard Composers Grave Chest,Bombs (5),
Hookshot Chest,Hookshot Chest,HookShot Upgrade,Kakariko Village,Item,Graveyard Hookshot Chest,HookShot Upgrade,
Dampe Race Freestanding PoH,Dampe Race Freestanding PoH,Heart Piece,Kakariko Village,Item,Graveyard Dampe Race Freestanding PoH,Heart Piece,
Death Mountain Bombable Chest,Death Mountain Bombable Chest,Purple Rupee,Death Mountain,Item,DMT Chest,Purple Rupee,
DM Trail Freestanding PoH,DM Trail Freestanding PoH,Heart Piece,Death Mountain,Item,DMT Freestanding PoH,Heart Piece,
GS Mountain Trail Bean Patch,GS Mountain Trail Bean Patch,Skull Token,Death Mountain,Item,DMT GS Bean Patch,Gold Skulltula Token,
GS Mountain Trail Bomb Alcove,GS Mountain Trail Bomb Alcove,Skull Token,Death Mountain,Item,DMT GS Near Kak,Gold Skulltula Token,
GS Mountain Trail Above Dodongo's Cavern,GS Mountain Trail Above Dodongo's Cavern,Skull Token,Death Mountain,Item,DMT GS Above Dodongos Cavern,Gold Skulltula Token,
Biggoron,Biggoron,Giants Knife,Death Mountain,Item,DMT Biggoron,Giants Knife,
GS Mountain Trail Path to Crater,GS Mountain Trail Path to Crater,Skull Token,Death Mountain,Item,DMT GS Falling Rocks Path,Gold Skulltula Token,
Goron City Leftmost Maze Chest,Goron City Leftmost Maze Chest,Huge Rupee,Death Mountain,Item,GC Maze Left Chest,Huge Rupee,
Goron City Left Maze Chest,Goron City Left Maze Chest,Purple Rupee,Death Mountain,Item,GC Maze Center Chest,Purple Rupee,
Goron City Right Maze Chest,Goron City Right Maze Chest,Purple Rupee,Death Mountain,Item,GC Maze Right Chest,Purple Rupee,
Goron City Pot Freestanding PoH,Goron City Pot Freestanding PoH,Heart Piece,Death Mountain,Item,GC Pot Freestanding PoH,Heart Piece,
Rolling Goron as Child,Rolling Goron as Child,Bomb Bag Upgrade,Death Mountain,Item,GC Rolling Goron as Child,Bomb Bag Upgrade,
Link the Goron,Link the Goron,Goron Tunic,Death Mountain,Item,GC Rolling Goron as Adult,Goron Tunic,
Medigoron,Medigoron,Biggorron Sword,Death Mountain,Item,GC Medigoron,Biggorron Sword,
GS Goron City Boulder Maze,GS Goron City Boulder Maze,Skull Token,Death Mountain,Item,GC GS Boulder Maze,Gold Skulltula Token,
GS Goron City Center Platform,GS Goron City Center Platform,Skull Token,Death Mountain,Item,GC GS Center Platform,Gold Skulltula Token,
Darunias Joy,Darunias Joy,Strength Upgrade,Death Mountain,Item,GC Darunias Joy,Progressive Strength Upgrade,
Goron Shop Item 5,Goron Shop Item 5,Recovery Heart,Death Mountain,Item,GC Shop Item 5,Recovery Heart,
Goron Shop Item 6,Goron Shop Item 6,Recovery Heart,Death Mountain,Item,GC Shop Item 6,Recovery Heart,
Goron Shop Item 7,Goron Shop Item 7,Red Potion,Death Mountain,Item,GC Shop Item 7,Red Potion,
Goron Shop Item 8,Goron Shop Item 8,Goron Tunic,Death Mountain,Item,GC Shop Item 8,Goron Tunic,
DM Crater Wall Freestanding PoH,DM Crater Wall Freestanding PoH,Heart Piece,Death Mountain,Item,DMC Wall Freestanding PoH,Heart Piece,
GS Death Mountain Crater Crate,GS Death Mountain Crater Crate,Skull Token,Death Mountain,Item,DMC GS Crate,Gold Skulltula Token,
DMC Deku Scrub Bombs,DMC Deku Scrub Bombs,10 Bombs,Death Mountain,Item,DMC Deku Scrub,10 Bombs,
