DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem
Kakariko Bazaar Item 8,Kakariko Bazaar Item 8,,,Item,Kakariko Bazaar Item 8,
Adult Shooting Gallery,Adult Shooting Gallery,,,Item,Adult Shooting Gallery,
Kakariko Potion Shop Item 5,Kakariko Potion Shop Item 5,,,Item,Kakariko Potion Shop Item 5,
Kakariko Potion Shop Item 6,Kakariko Potion Shop Item 6,,,Item,Kakariko Potion Shop Item 6,
Kakariko Potion Shop Item 7,Kakariko Potion Shop Item 7,,,Item,Kakariko Potion Shop Item 7,
Kakariko Potion Shop Item 8,Kakariko Potion Shop Item 8,,,Item,Kakariko Potion Shop Item 8,
Graveyard Freestanding PoH,Graveyard Freestanding PoH,,,Item,Graveyard Freestanding PoH,
Gravedigging Tour,Gravedigging Tour,,,Item,Gravedigging Tour,
GS Graveyard Wall,GS Graveyard Wall,Skull Token,,Item,GS Graveyard Wall,
GS Graveyard Bean Patch,GS Graveyard Bean Patch,Skull Token,,Item,GS Graveyard Bean Patch,
Shield Grave Chest,Shield Grave Chest,,,Item,Shield Grave Chest,
Heart Piece Grave Chest,Heart Piece Grave Chest,,,Item,Heart Piece Grave Chest,
Composer Grave Chest,Composer Grave Chest,,,Item,Composer Grave Chest,
Hookshot Chest,Hookshot Chest,,,Item,Hookshot Chest,
Dampe Race Freestanding PoH,Dampe Race Freestanding PoH,,,Item,Dampe Race Freestanding PoH,
Death Mountain Bombable Chest,Death Mountain Bombable Chest,,,Item,Death Mountain Bombable Chest,
DM Trail Freestanding PoH,DM Trail Freestanding PoH,,,Item,DM Trail Freestanding PoH,
GS Mountain Trail Bean Patch,GS Mountain Trail Bean Patch,Skull Token,,Item,GS Mountain Trail Bean Patch,
GS Mountain Trail Bomb Alcove,GS Mountain Trail Bomb Alcove,Skull Token,,Item,GS Mountain Trail Bomb Alcove,
GS Mountain Trail Above Dodongo's Cavern,GS Mountain Trail Above Dodongo's Cavern,Skull Token,,Item,GS Mountain Trail Above Dodongo's Cavern,
Biggoron,Biggoron,,,Item,Biggoron,
GS Mountain Trail Path to Crater,GS Mountain Trail Path to Crater,Skull Token,,Item,GS Mountain Trail Path to Crater,
Goron City Leftmost Maze Chest,Goron City Leftmost Maze Chest,,,Item,Goron City Leftmost Maze Chest,
Goron City Left Maze Chest,Goron City Left Maze Chest,,,Item,Goron City Left Maze Chest,
Goron City Right Maze Chest,Goron City Right Maze Chest,,,Item,Goron City Right Maze Chest,
Goron City Pot Freestanding PoH,Goron City Pot Freestanding PoH,,,Item,Goron City Pot Freestanding PoH,
Rolling Goron as Child,Rolling Goron as Child,,,Item,Rolling Goron as Child,
Link the Goron,Link the Goron,,,Item,Link the Goron,
Medigoron,Medigoron,,,Item,Medigoron,
GS Goron City Boulder Maze,GS Goron City Boulder Maze,Skull Token,,Item,GS Goron City Boulder Maze,
GS Goron City Center Platform,GS Goron City Center Platform,Skull Token,,Item,GS Goron City Center Platform,
Darunias Joy,Darunias Joy,,,Item,Darunias Joy,
Goron Shop Item 5,Goron Shop Item 5,,,Item,Goron Shop Item 5,
Goron Shop Item 6,Goron Shop Item 6,,,Item,Goron Shop Item 6,
Goron Shop Item 7,Goron Shop Item 7,,,Item,Goron Shop Item 7,
Goron Shop Item 8,Goron Shop Item 8,,,Item,Goron Shop Item 8,
DM Crater Wall Freestanding PoH,DM Crater Wall Freestanding PoH,,,Item,DM Crater Wall Freestanding PoH,
GS Death Mountain Crater Crate,GS Death Mountain Crater Crate,Skull Token,,Item,GS Death Mountain Crater Crate,
DMC Deku Scrub Bombs,DMC Deku Scrub Bombs,,,Item,DMC Deku Scrub Bombs,
DM Crater Volcano Freestanding PoH,DM Crater Volcano Freestanding PoH,,,Item,DM Crater Volcano Freestanding PoH,
GS Mountain Crater Bean Patch,GS Mountain Crater Bean Patch,Skull Token,,Item,GS Mountain Crater Bean Patch,
Crater Fairy Reward,Crater Fairy Reward,,,Item,Crater Fairy Reward,
Mountain Summit Fairy Reward,Mountain Summit Fairy Reward,,,Item,Mountain Summit Fairy Reward,
GS Zora River Tree,GS Zora River Tree,Skull Token,,Item,GS Zora River Tree,
Magic Bean Salesman,Magic Bean Salesman,,,Item,Magic Bean Salesman,
Frog Ocarina Game,Frog Ocarina Game,,,Item,Frog Ocarina Game,
Frogs in the Rain,Frogs in the Rain,,,Item,Frogs in the Rain,
Zora River Lower Freestanding PoH,Zora River Lower Freestanding PoH,,,Item,Zora River Lower Freestanding PoH,
Zora River Upper Freestanding PoH,Zora River Upper Freestanding PoH,,,Item,Zora River Upper Freestanding PoH,
GS Zora River Ladder,GS Zora River Ladder,Skull Token,,Item,GS Zora River Ladder,
GS Zora River Near Raised Grottos,GS Zora River Near Raised Grottos,Skull Token,,Item,GS Zora River Near Raised Grottos,
GS Zora River Above Bridge,GS Zora River Above Bridge,Skull Token,,Item,GS Zora River Above Bridge,
Diving Minigame,Diving Minigame,,,Item,Diving Minigame,
Zoras Domain Torch Run,Zoras Domain Torch Run,,,Item,Zoras Domain Torch Run,
King Zora Thawed,King Zora Thawed,,,Item,King Zora Thawed,
GS Zora's Domain Frozen Waterfall,GS Zora's Domain Frozen Waterfall,,,Item,GS Zora's Domain Frozen Waterfall,
Zoras Fountain Iceberg Freestanding PoH,Zoras Fountain Iceberg Freestanding PoH,,,Item,Zoras Fountain Iceberg Freestanding PoH,
Zoras Fountain Bottom Freestanding PoH,Zoras Fountain Bottom Freestanding PoH,,,Item,Zoras Fountain Bottom Freestanding PoH,
GS Zora's Fountain Tree,GS Zora's Fountain Tree,Skull Token,,Item,GS Zora's Fountain Tree,
GS Zora's Fountain Above the Log,GS Zora's Fountain Above the Log,Skull Token,,Item,GS Zora's Fountain Above the Log,
GS Zora's Fountain Hidden Cave,GS Zora's Fountain Hidden Cave,Skull Token,,Item,GS Zora's Fountain Hidden Cave,
Zora Shop Item 5,Zora Shop Item 5,,,Item,Zora Shop Item 5,
Zora Shop Item 6,Zora Shop Item 6,,,Item,Zora Shop Item 6,
Zora Shop Item 7,Zora Shop Item 7,,,Item,Zora Shop Item 7,
Zora Shop Item 8,Zora Shop Item 8,,,Item,Zora Shop Item 8,
Zoras Fountain Fairy Reward,Zoras Fountain Fairy Reward,,,Item,Zoras Fountain Fairy Reward,
GS Lon Lon Ranch Tree,GS Lon Lon Ranch Tree,Skull Token,,Item,GS Lon Lon Ranch Tree,
GS Lon Lon Ranch Rain Shed,GS Lon Lon Ranch Rain Shed,Skull Token,,Item,GS Lon Lon Ranch Rain Shed,
GS Lon Lon Ranch House Window,GS Lon Lon Ranch House Window,Skull Token,,Item,GS Lon Lon Ranch House Window,
GS Lon Lon Ranch Back Wall,GS Lon Lon Ranch Back Wall,Skull Token,,Item,GS Lon Lon Ranch Back Wall,
Talons Chickens,Talons Chickens,,,Item,Talons Chickens,
LLR Stables Left Cow,LLR Stables Left Cow,,,Item,LLR Stables Left Cow,
LLR Stables Right Cow,LLR Stables Right Cow,,,Item,LLR Stables Right Cow,
Lon Lon Tower Freestanding PoH,Lon Lon Tower Freestanding PoH,,,Item,Lon Lon Tower Freestanding PoH,
LLR Tower Left Cow,LLR Tower Left Cow,,,Item,LLR Tower Left Cow,
LLR Tower Right Cow,LLR Tower Right Cow,,,Item,LLR Tower Right Cow,
Ganons Tower Boss Key Chest,Ganons Tower Boss Key Chest,,,Item,Ganons Tower Boss Key Chest,
Kokiri Forest Storms Grotto Chest,Kokiri Forest Storms Grotto Chest,,,Item,Kokiri Forest Storms Grotto Chest,
Lost Woods Generic Grotto Chest,Lost Woods Generic Grotto Chest,,,Item,Lost Woods Generic Grotto Chest,
Deku Theater Skull Mask,Deku Theater Skull Mask,,,Item,Deku Theater Skull Mask,
Deku Theater Mask of Truth,Deku Theater Mask of Truth,,,Item,Deku Theater Mask of Truth,
LW Grotto Deku Scrub Arrows,LW Grotto Deku Scrub Arrows,,,Item,LW Grotto Deku Scrub Arrows,
LW Grotto Deku Scrub Deku Nut Upgrade,LW Grotto Deku Scrub Deku Nut Upgrade,,,Item,LW Grotto Deku Scrub Deku Nut Upgrade,
SFM Grotto Deku Scrub Red Potion,SFM Grotto Deku Scrub Red Potion,,,Item,SFM Grotto Deku Scrub Red Potion,
SFM Grotto Deku Scrub Green Potion,SFM Grotto Deku Scrub Green Potion,,,Item,SFM Grotto Deku Scrub Green Potion,
Wolfos Grotto Chest,Wolfos Grotto Chest,,,Item,Wolfos Grotto Chest,
LLR Grotto Deku Scrub Deku Nuts,LLR Grotto Deku Scrub Deku Nuts,,,Item,LLR Grotto Deku Scrub Deku Nuts,
LLR Grotto Deku Scrub Bombs,LLR Grotto Deku Scrub Bombs,,,Item,LLR Grotto Deku Scrub Bombs,
LLR Grotto Deku Scrub Arrows,LLR Grotto Deku Scrub Arrows,,,Item,LLR Grotto Deku Scrub Arrows,
Remote Southern Grotto Chest,Remote Southern Grotto Chest,,,Item,Remote Southern Grotto Chest,
Field Near Lake Outside Fence Grotto Chest,Field Near Lake Outside Fence Grotto Chest,,,Item,Field Near Lake Outside Fence Grotto Chest,
HF Grotto Deku Scrub Piece of Heart,HF Grotto Deku Scrub Piece of Heart,,,Item,HF Grotto Deku Scrub Piece of Heart,
GS Hyrule Field Near Gerudo Valley,GS Hyrule Field Near Gerudo Valley,Skull Token,,Item,GS Hyrule Field Near Gerudo Valley,
HF Grotto Cow,HF Grotto Cow,,,Item,HF Grotto Cow,
Field West Castle Town Grotto Chest,Field West Castle Town Grotto Chest,,,Item,Field West Castle Town Grotto Chest,
GS Hyrule Field near Kakariko,GS Hyrule Field near Kakariko,Skull Token,,Item,GS Hyrule Field near Kakariko,
Tektite Grotto Freestanding PoH,Tektite Grotto Freestanding PoH,,,Item,Tektite Grotto Freestanding PoH,
GS Hyrule Castle Grotto,GS Hyrule Castle Grotto,Skull Token,,Item,GS Hyrule Castle Grotto,
Redead Grotto Chest,Redead Grotto Chest,,,Item,Redead Grotto Chest,
Kakariko Back Grotto Chest,Kakariko Back Grotto Chest,,,Item,Kakariko Back Grotto Chest,
DMT Grotto Cow,DMT Grotto Cow,,,Item,DMT Grotto Cow,
Mountain Storms Grotto Chest,Mountain Storms Grotto Chest,,,Item,Mountain Storms Grotto Chest,
Goron Grotto Deku Scrub Deku Nuts,Goron Grotto Deku Scrub Deku Nuts,,,Item,Goron Grotto Deku Scrub Deku Nuts,
Goron Grotto Deku Scrub Bombs,Goron Grotto Deku Scrub Bombs,,,Item,Goron Grotto Deku Scrub Bombs,
Goron Grotto Deku Scrub Arrows,Goron Grotto Deku Scrub Arrows,,,Item,Goron Grotto Deku Scrub Arrows,
Top of Crater Grotto Chest,Top of Crater Grotto Chest,,,Item,Top of Crater Grotto Chest,
DMC Grotto Deku Scrub Deku Nuts,DMC Grotto Deku Scrub Deku Nuts,,,Item,DMC Grotto Deku Scrub Deku Nuts,
DMC Grotto Deku Scrub Bombs,DMC Grotto Deku Scrub Bombs,,,Item,DMC Grotto Deku Scrub Bombs,
DMC Grotto Deku Scrub Arrows,DMC Grotto Deku Scrub Arrows,,,Item,DMC Grotto Deku Scrub Arrows,
Zora River Plateau Open Grotto Chest,Zora River Plateau Open Grotto Chest,,,Item,Zora River Plateau Open Grotto Chest,
ZR Grotto Deku Scrub Red Potion,ZR Grotto Deku Scrub Red Potion,,,Item,ZR Grotto Deku Scrub Red Potion,
ZR Grotto Deku Scrub Green Potion,ZR Grotto Deku Scrub Green Potion,,,Item,ZR Grotto Deku Scrub Green Potion,
LH Grotto Deku Scrub Deku Nuts,LH Grotto Deku Scrub Deku Nuts,,,Item,LH Grotto Deku Scrub Deku Nuts,
LH Grotto Deku Scrub Bombs,LH Grotto Deku Scrub Bombs,,,Item,LH Grotto Deku Scrub Bombs,
LH Grotto Deku Scrub Arrows,LH Grotto Deku Scrub Arrows,,,Item,LH Grotto Deku Scrub Arrows,
Desert Grotto Deku Scrub Red Potion,Desert Grotto Deku Scrub Red Potion,,,Item,Desert Grotto Deku Scrub Red Potion,
Desert Grotto Deku Scrub Green Potion,Desert Grotto Deku Scrub Green Potion,,,Item,Desert Grotto Deku Scrub Green Potion,
Valley Grotto Deku Scrub Red Potion,Valley Grotto Deku Scrub Red Potion,,,Item,Valley Grotto Deku Scrub Red Potion,
Valley Grotto Deku Scrub Green Potion,Valley Grotto Deku Scrub Green Potion,,,Item,Valley Grotto Deku Scrub Green Potion,
Deku Tree Lobby Chest,Deku Tree Lobby Chest,,,Item,Deku Tree Lobby Chest,
Deku Tree Compass Chest,Deku Tree Compass Chest,,,Item,Deku Tree Compass Chest,
Deku Tree Compass Room Side Chest,Deku Tree Compass Room Side Chest,,,Item,Deku Tree Compass Room Side Chest,
Deku Tree Basement Chest,Deku Tree Basement Chest,,,Item,Deku Tree Basement Chest,
GS Deku Tree Compass Room,GS Deku Tree Compass Room,Skull Token,,Item,GS Deku Tree Compass Room,
GS Deku Tree Basement Vines,GS Deku Tree Basement Vines,Skull Token,,Item,GS Deku Tree Basement Vines,
GS Deku Tree Basement Gate,GS Deku Tree Basement Gate,Skull Token,,Item,GS Deku Tree Basement Gate,
GS Deku Tree Basement Back Room,GS Deku Tree Basement Back Room,Skull Token,,Item,GS Deku Tree Basement Back Room,
Deku Tree Slingshot Chest,Deku Tree Slingshot Chest,,,Item,Deku Tree Slingshot Chest,
Deku Tree Slingshot Room Side Chest,Deku Tree Slingshot Room Side Chest,,,Item,Deku Tree Slingshot Room Side Chest,
Queen Gohma Heart,Queen Gohma Heart,,,Item,Queen Gohma Heart,
Dodongos Cavern Map Chest,Dodongos Cavern Map Chest,,,Item,Dodongos Cavern Map Chest,
Dodongos Cavern Compass Chest,Dodongos Cavern Compass Chest,,,Item,Dodongos Cavern Compass Chest,
GS Dodongo's Cavern East Side Room,GS Dodongo's Cavern East Side Room,Skull Token,,Item,GS Dodongo's Cavern East Side Room,
GS Dodongo's Cavern Scarecrow,GS Dodongo's Cavern Scarecrow,Skull Token,,Item,GS Dodongo's Cavern Scarecrow,
DC Deku Scrub Deku Sticks,DC Deku Scrub Deku Sticks,,,Item,DC Deku Scrub Deku Sticks,
DC Deku Scrub Deku Shield,DC Deku Scrub Deku Shield,,,Item,DC Deku Scrub Deku Shield,
Dodongos Cavern Bomb Flower Platform,Dodongos Cavern Bomb Flower Platform,,,Item,Dodongos Cavern Bomb Flower Platform,
GS Dodongo's Cavern Vines Above Stairs,GS Dodongo's Cavern Vines Above Stairs,Skull Token,,Item,GS Dodongo's Cavern Vines Above Stairs,
DC Deku Scrub Deku Seeds,DC Deku Scrub Deku Seeds,,,Item,DC Deku Scrub Deku Seeds,
DC Deku Scrub Deku Nuts,DC Deku Scrub Deku Nuts,,,Item,DC Deku Scrub Deku Nuts,
Dodongos Cavern Bomb Bag Chest,Dodongos Cavern Bomb Bag Chest,,,Item,Dodongos Cavern Bomb Bag Chest,
Dodongos Cavern End of Bridge Chest,Dodongos Cavern End of Bridge Chest,,,Item,Dodongos Cavern End of Bridge Chest,
GS Dodongo's Cavern Alcove Above Stairs,GS Dodongo's Cavern Alcove Above Stairs,Skull Token,,Item,GS Dodongo's Cavern Alcove Above Stairs,
Chest Above King Dodongo,Chest Above King Dodongo,,,Item,Chest Above King Dodongo,
King Dodongo Heart,King Dodongo Heart,,,Item,King Dodongo Heart,
GS Dodongo's Cavern Back Room,GS Dodongo's Cavern Back Room,Skull Token,,Item,GS Dodongo's Cavern Back Room,
Boomerang Chest,Boomerang Chest,,,Item,Boomerang Chest,
GS Jabu Jabu Water Switch Room,GS Jabu Jabu Water Switch Room,Skull Token,,Item,GS Jabu Jabu Water Switch Room,
GS Jabu Jabu Lobby Basement Lower,GS Jabu Jabu Lobby Basement Lower,Skull Token,,Item,GS Jabu Jabu Lobby Basement Lower,
GS Jabu Jabu Lobby Basement Upper,GS Jabu Jabu Lobby Basement Upper,Skull Token,,Item,GS Jabu Jabu Lobby Basement Upper,
Jabu Deku Scrub Deku Nuts,Jabu Deku Scrub Deku Nuts,,,Item,Jabu Deku Scrub Deku Nuts,
Jabu Jabus Belly Map Chest,Jabu Jabus Belly Map Chest,,,Item,Jabu Jabus Belly Map Chest,
Jabu Jabus Belly Compass Chest,Jabu Jabus Belly Compass Chest,,,Item,Jabu Jabus Belly Compass Chest,
Barinade Heart,Barinade Heart,,,Item,Barinade Heart,
GS Jabu Jabu Near Boss,GS Jabu Jabu Near Boss,Skull Token,,Item,GS Jabu Jabu Near Boss,
Forest Temple First Chest,Forest Temple First Chest,,,Item,Forest Temple First Chest,
Forest Temple Chest Behind Lobby,Forest Temple Chest Behind Lobby,,,Item,Forest Temple Chest Behind Lobby,
GS Forest Temple First Room,GS Forest Temple First Room,Skull Token,,Item,GS Forest Temple First Room,
GS Forest Temple Lobby,GS Forest Temple Lobby,Skull Token,,Item,GS Forest Temple Lobby,
GS Forest Temple Outdoor West,GS Forest Temple Outdoor West,Skull Token,,Item,GS Forest Temple Outdoor West,
Forest Temple Outside Hookshot Chest,Forest Temple Outside Hookshot Chest,,,Item,Forest Temple Outside Hookshot Chest,
GS Forest Temple Outdoor East,GS Forest Temple Outdoor East,Skull Token,,Item,GS Forest Temple Outdoor East,
Forest Temple Well Chest,Forest Temple Well Chest,,,Item,Forest Temple Well Chest,
Forest Temple Map Chest,Forest Temple Map Chest,,,Item,Forest Temple Map Chest,
Forest Temple Falling Room Chest,Forest Temple Falling Room Chest,,,Item,Forest Temple Falling Room Chest,
Forest Temple Block Push Chest,Forest Temple Block Push Chest,,,Item,Forest Temple Block Push Chest,
Forest Temple Boss Key Chest,Forest Temple Boss Key Chest,,,Item,Forest Temple Boss Key Chest,
Forest Temple Floormaster Chest,Forest Temple Floormaster Chest,,,Item,Forest Temple Floormaster Chest,
Forest Temple Bow Chest,Forest Temple Bow Chest,,,Item,Forest Temple Bow Chest,
Forest Temple Red Poe Chest,Forest Temple Red Poe Chest,,,Item,Forest Temple Red Poe Chest,
Forest Temple Blue Poe Chest,Forest Temple Blue Poe Chest,,,Item,Forest Temple Blue Poe Chest,
Forest Temple Near Boss Chest,Forest Temple Near Boss Chest,,,Item,Forest Temple Near Boss Chest,
Phantom Ganon Heart,Phantom Ganon Heart,,,Item,Phantom Ganon Heart,
GS Forest Temple Basement,GS Forest Temple Basement,Skull Token,,Item,GS Forest Temple Basement,
Bottom of the Well Front Left Hidden Wall,Bottom of the Well Front Left Hidden Wall,,,Item,Bottom of the Well Front Left Hidden Wall,
Bottom of the Well Front Center Bombable,Bottom of the Well Front Center Bombable,,,Item,Bottom of the Well Front Center Bombable,
Bottom of the Well Right Bottom Hidden Wall,Bottom of the Well Right Bottom Hidden Wall,,,Item,Bottom of the Well Right Bottom Hidden Wall,
Bottom of the Well Center Large Chest,Bottom of the Well Center Large Chest,,,Item,Bottom of the Well Center Large Chest,
Bottom of the Well Center Small Chest,Bottom of the Well Center Small Chest,,,Item,Bottom of the Well Center Small Chest,
Bottom of the Well Back Left Bombable,Bottom of the Well Back Left Bombable,,,Item,Bottom of the Well Back Left Bombable,
Bottom of the Well Freestanding Key,Bottom of the Well Freestanding Key,,,Item,Bottom of the Well Freestanding Key,
Bottom of the Well Defeat Boss,Bottom of the Well Defeat Boss,,,Item,Bottom of the Well Defeat Boss,
Bottom of the Well Invisible Chest,Bottom of the Well Invisible Chest,,,Item,Bottom of the Well Invisible Chest,
Bottom of the Well Underwater Front Chest,Bottom of the Well Underwater Front Chest,,,Item,Bottom of the Well Underwater Front Chest,
Bottom of the Well Underwater Left Chest,Bottom of the Well Underwater Left Chest,,,Item,Bottom of the Well Underwater Left Chest,
Bottom of the Well Basement Chest,Bottom of the Well Basement Chest,,,Item,Bottom of the Well Basement Chest,
Bottom of the Well Locked Pits,Bottom of the Well Locked Pits,,,Item,Bottom of the Well Locked Pits,
Bottom of the Well Behind Right Grate,Bottom of the Well Behind Right Grate,,,Item,Bottom of the Well Behind Right Grate,
GS Well West Inner Room,GS Well West Inner Room,Skull Token,,Item,GS Well West Inner Room,
GS Well East Inner Room,GS Well East Inner Room,Skull Token,,Item,GS Well East Inner Room,
GS Well Like Like Cage,GS Well Like Like Cage,Skull Token,,Item,GS Well Like Like Cage,
Fire Temple Chest Near Boss,Fire Temple Chest Near Boss,,,Item,Fire Temple Chest Near Boss,
Fire Temple Fire Dancer Chest,Fire Temple Fire Dancer Chest,,,Item,Fire Temple Fire Dancer Chest,
Fire Temple Boss Key Chest,Fire Temple Boss Key Chest,,,Item,Fire Temple Boss Key Chest,
Volvagia Heart,Volvagia Heart,,,Item,Volvagia Heart,
GS Fire Temple Basement,GS Fire Temple Basement,Skull Token,,Item,GS Fire Temple Basement,
Fire Temple Big Lava Room Open Chest,Fire Temple Big Lava Room Open Chest,,,Item,Fire Temple Big Lava Room Open Chest,
Fire Temple Big Lava Room Bombable Chest,Fire Temple Big Lava Room Bombable Chest,,,Item,Fire Temple Big Lava Room Bombable Chest,
GS Fire Temple Song of Time Room,GS Fire Temple Song of Time Room,Skull Token,,Item,GS Fire Temple Song of Time Room,
Fire Temple Boulder Maze Lower Chest,Fire Temple Boulder Maze Lower Chest,,,Item,Fire Temple Boulder Maze Lower Chest,
Fire Temple Boulder Maze Upper Chest,Fire Temple Boulder Maze Upper Chest,,,Item,Fire Temple Boulder Maze Upper Chest,
Fire Temple Boulder Maze Side Room,Fire Temple Boulder Maze Side Room,,,Item,Fire Temple Boulder Maze Side Room,
Fire Temple Boulder Maze Bombable Pit,Fire Temple Boulder Maze Bombable Pit,,,Item,Fire Temple Boulder Maze Bombable Pit,
Fire Temple Scarecrow Chest,Fire Temple Scarecrow Chest,,,Item,Fire Temple Scarecrow Chest,
Fire Temple Map Chest,Fire Temple Map Chest,,,Item,Fire Temple Map Chest,
Fire Temple Compass Chest,Fire Temple Compass Chest,,,Item,Fire Temple Compass Chest,
GS Fire Temple Unmarked Bomb Wall,GS Fire Temple Unmarked Bomb Wall,Skull Token,,Item,GS Fire Temple Unmarked Bomb Wall,
GS Fire Temple East Tower Climb,GS Fire Temple East Tower Climb,Skull Token,,Item,GS Fire Temple East Tower Climb,
GS Fire Temple East Tower Top,GS Fire Temple East Tower Top,Skull Token,,Item,GS Fire Temple East Tower Top,
Fire Temple Highest Goron Chest,Fire Temple Highest Goron Chest,,,Item,Fire Temple Highest Goron Chest,
Fire Temple Megaton Hammer Chest,Fire Temple Megaton Hammer Chest,,,Item,Fire Temple Megaton Hammer Chest,
Ice Cavern Map Chest,Ice Cavern Map Chest,,,Item,Ice Cavern Map Chest,
Ice Cavern Compass Chest,Ice Cavern Compass Chest,,,Item,Ice Cavern Compass Chest,
Ice Cavern Iron Boots Chest,Ice Cavern Iron Boots Chest,,,Item,Ice Cavern Iron Boots Chest,
Ice Cavern Freestanding PoH,Ice Cavern Freestanding PoH,,,Item,Ice Cavern Freestanding PoH,
GS Ice Cavern Spinning Scythe Room,GS Ice Cavern Spinning Scythe Room,Skull Token,,Item,GS Ice Cavern Spinning Scythe Room,
GS Ice Cavern Heart Piece Room,GS Ice Cavern Heart Piece Room,Skull Token,,Item,GS Ice Cavern Heart Piece Room,
GS Ice Cavern Push Block Room,GS Ice Cavern Push Block Room,Skull Token,,Item,GS Ice Cavern Push Block Room,
Morpha Heart,Morpha Heart,,,Item,Morpha Heart,
Water Temple Map Chest,Water Temple Map Chest,,,Item,Water Temple Map Chest,
Water Temple Compass Chest,Water Temple Compass Chest,,,Item,Water Temple Compass Chest,
Water Temple Torches Chest,Water Temple Torches Chest,,,Item,Water Temple Torches Chest,
Water Temple Central Bow Target Chest,Water Temple Central Bow Target Chest,,,Item,Water Temple Central Bow Target Chest,
GS Water Temple South Basement,GS Water Temple South Basement,Skull Token,,Item,GS Water Temple South Basement,
Water Temple Boss Key Chest,Water Temple Boss Key Chest,,,Item,Water Temple Boss Key Chest,
GS Water Temple Near Boss Key Chest,GS Water Temple Near Boss Key Chest,Skull Token,,Item,GS Water Temple Near Boss Key Chest,
Water Temple Cracked Wall Chest,Water Temple Cracked Wall Chest,,,Item,Water Temple Cracked Wall Chest,
Water Temple Dragon Chest,Water Temple Dragon Chest,,,Item,Water Temple Dragon Chest,
Water Temple Central Pillar Chest,Water Temple Central Pillar Chest,,,Item,Water Temple Central Pillar Chest,
GS Water Temple Central Room,GS Water Temple Central Room,Skull Token,,Item,GS Water Temple Central Room,
Water Temple Dark Link Chest,Water Temple Dark Link Chest,,,Item,Water Temple Dark Link Chest,
Water Temple River Chest,Water Temple River Chest,,,Item,Water Temple River Chest,
GS Water Temple Serpent River,GS Water Temple Serpent River,Skull Token,,Item,GS Water Temple Serpent River,
GS Water Temple Falling Platform Room,GS Water Temple Falling Platform Room,Skull Token,,Item,GS Water Temple Falling Platform Room,
Shadow Temple Map Chest,Shadow Temple Map Chest,,,Item,Shadow Temple Map Chest,
Shadow Temple Hover Boots Chest,Shadow Temple Hover Boots Chest,,,Item,Shadow Temple Hover Boots Chest,
Shadow Temple Compass Chest,Shadow Temple Compass Chest,,,Item,Shadow Temple Compass Chest,
Shadow Temple Early Silver Rupee Chest,Shadow Temple Early Silver Rupee Chest,,,Item,Shadow Temple Early Silver Rupee Chest,
Shadow Temple Invisible Blades Visible Chest,Shadow Temple Invisible Blades Visible Chest,,,Item,Shadow Temple Invisible Blades Visible Chest,
Shadow Temple Invisible Blades Invisible Chest,Shadow Temple Invisible Blades Invisible Chest,,,Item,Shadow Temple Invisible Blades Invisible Chest,
Shadow Temple Falling Spikes Lower Chest,Shadow Temple Falling Spikes Lower Chest,,,Item,Shadow Temple Falling Spikes Lower Chest,
Shadow Temple Falling Spikes Upper Chest,Shadow Temple Falling Spikes Upper Chest,,,Item,Shadow Temple Falling Spikes Upper Chest,
Shadow Temple Falling Spikes Switch Chest,Shadow Temple Falling Spikes Switch Chest,,,Item,Shadow Temple Falling Spikes Switch Chest,
Shadow Temple Invisible Spikes Chest,Shadow Temple Invisible Spikes Chest,,,Item,Shadow Temple Invisible Spikes Chest,
Shadow Temple Freestanding Key,Shadow Temple Freestanding Key,,,Item,Shadow Temple Freestanding Key,
GS Shadow Temple Like Like Room,GS Shadow Temple Like Like Room,Skull Token,,Item,GS Shadow Temple Like Like Room,
GS Shadow Temple Crusher Room,GS Shadow Temple Crusher Room,Skull Token,,Item,GS Shadow Temple Crusher Room,
GS Shadow Temple Single Giant Pot,GS Shadow Temple Single Giant Pot,Skull Token,,Item,GS Shadow Temple Single Giant Pot,
Shadow Temple Wind Hint Chest,Shadow Temple Wind Hint Chest,,,Item,Shadow Temple Wind Hint Chest,
Shadow Temple After Wind Enemy Chest,Shadow Temple After Wind Enemy Chest,,,Item,Shadow Temple After Wind Enemy Chest,
Shadow Temple After Wind Hidden Chest,Shadow Temple After Wind Hidden Chest,,,Item,Shadow Temple After Wind Hidden Chest,
GS Shadow Temple Near Ship,GS Shadow Temple Near Ship,Skull Token,,Item,GS Shadow Temple Near Ship,
Shadow Temple Spike Walls Left Chest,Shadow Temple Spike Walls Left Chest,,,Item,Shadow Temple Spike Walls Left Chest,
Shadow Temple Boss Key Chest,Shadow Temple Boss Key Chest,,,Item,Shadow Temple Boss Key Chest,
Shadow Temple Hidden Floormaster Chest,Shadow Temple Hidden Floormaster Chest,,,Item,Shadow Temple Hidden Floormaster Chest,
Bongo Bongo Heart,Bongo Bongo Heart,,,Item,Bongo Bongo Heart,
GS Shadow Temple Triple Giant Pot,GS Shadow Temple Triple Giant Pot,Skull Token,,Item,GS Shadow Temple Triple Giant Pot,
Gerudo Training Grounds Lobby Left Chest,Gerudo Training Grounds Lobby Left Chest,,,Item,Gerudo Training Grounds Lobby Left Chest,
Gerudo Training Grounds Lobby Right Chest,Gerudo Training Grounds Lobby Right Chest,,,Item,Gerudo Training Grounds Lobby Right Chest,
