DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem,EntrancePair
CollectibleStrayFairyStoneTower10,Stone Tower Thin Bridge,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Thin Bridge,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower11,Stone Tower Basement Ledge,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Basement Ledge,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower12,Stone Tower Statue Eye,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Statue Eye,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower13,Stone Tower Underwater,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Underwater,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower14,Stone Tower Bridge Crystal,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Bridge Crystal,Stone Tower Stray Fairy,
CollectibleStrayFairyStoneTower15,Stone Tower Lava Room Ledge,Stone Tower Stray Fairy,Stone Tower Temple,Item,Stone Tower Lava Room Ledge,Stone Tower Stray Fairy,
MundaneItemLotteryPurpleRupee,Lottery,Purple Rupee,West Clock Town,Item,Lottery,Purple Rupee,
MundaneItemBankBlueRupee,Bank Reward #2,Blue Rupee,West Clock Town,Item,Bank Reward #2,Blue Rupee,
ShopItemMilkBarChateau,Milk Bar Chateau,Chateau Romani,East Clock Town,Item,Milk Bar Chateau,Chateau Romani,
ShopItemMilkBarMilk,Milk Bar Milk,Milk,East Clock Town,Item,Milk Bar Milk,Milk,
MundaneItemDekuPlaygroundPurpleRupee,Deku Playground Any Day,Purple Rupee,North Clock Town,Item,Deku Playground Any Day,Purple Rupee,
MundaneItemHoneyAndDarlingPurpleRupee,Honey and Darling Any Day,Purple Rupee,East Clock Town,Item,Honey and Darling Any Day,Purple Rupee,
MundaneItemKotakeMushroomSaleRedRupee,Kotake Mushroom Sale,Red Rupee,Southern Swamp,Item,Kotake Mushroom Sale,Red Rupee,
MundaneItemPictographContestBlueRupee,Pictograph Contest Standard Photo,Blue Rupee,Southern Swamp,Item,Pictograph Contest Standard Photo,Blue Rupee,
MundaneItemPictographContestRedRupee,Pictograph Contest Good Photo,Red Rupee,Southern Swamp,Item,Pictograph Contest Good Photo,Red Rupee,
ShopItemBusinessScrubMagicBean,Swamp Scrub Purchase,Magic Bean,Southern Swamp,Item,Swamp Scrub Purchase,Magic Bean,
ShopItemBusinessScrubGreenPotion,Ocean Scrub Purchase,Green Potion,Zora Hall,Item,Ocean Scrub Purchase,Green Potion,
ShopItemBusinessScrubBluePotion,Canyon Scrub Purchase,Blue Potion,Ikana Canyon,Item,Canyon Scrub Purchase,Blue Potion,
MundaneItemZoraStageLightsBlueRupee,Zora Hall Stage Lights,Blue Rupee,Zora Hall,Item,Zora Hall Stage Lights,Blue Rupee,
ShopItemGormanBrosMilk,Gorman Bros Milk Purchase,Milk,Milk Road,Item,Gorman Bros Milk Purchase,Milk,
MundaneItemOceanSpiderHouseDay2PurpleRupee,Ocean Spider House Day 2 Reward,Purple Rupee,Great Bay Coast,Item,Ocean Spider House Day 2 Reward,Purple Rupee,
MundaneItemOceanSpiderHouseDay3RedRupee,Ocean Spider House Day 3 Reward,Red Rupee,Great Bay Coast,Item,Ocean Spider House Day 3 Reward,Red Rupee,
MundaneItemLuluBadPictographBlueRupee,Bad Pictograph of Lulu,Blue Rupee,Zora Hall,Item,Bad Pictograph of Lulu,Blue Rupee,
MundaneItemLuluGoodPictographRedRupee,Good Pictograph of Lulu,Red Rupee,Zora Hall,Item,Good Pictograph of Lulu,Red Rupee,
MundaneItemTreasureChestGamePurpleRupee,Treasure Chest Game Human,Purple Rupee,East Clock Town,Item,Treasure Chest Game Human,Purple Rupee,
MundaneItemTreasureChestGameRedRupee,Treasure Chest Game Zora,Red Rupee,East Clock Town,Item,Treasure Chest Game Zora,Red Rupee,
MundaneItemTreasureChestGameDekuNuts,Treasure Chest Game Deku,10 Deku Nuts,East Clock Town,Item,Treasure Chest Game Deku,10 Deku Nuts,
MundaneItemCuriosityShopBlueRupee,Curiosity Shop Blue Rupee,Blue Rupee,West Clock Town,Item,Curiosity Shop Blue Rupee,Blue Rupee,
MundaneItemCuriosityShopRedRupee,Curiosity Shop Red Rupee,Red Rupee,West Clock Town,Item,Curiosity Shop Red Rupee,Red Rupee,
MundaneItemCuriosityShopPurpleRupee,Curiosity Shop Purple Rupee,Purple Rupee,West Clock Town,Item,Curiosity Shop Purple Rupee,Purple Rupee,
MundaneItemCuriosityShopGoldRupee,Curiosity Shop Gold Rupee,Gold Rupee,West Clock Town,Item,Curiosity Shop Gold Rupee,Gold Rupee,
MundaneItemSeahorse,Fisherman Pictograph,Seahorse,Great Bay Coast,Item,Fisherman Pictograph,Seahorse,
CollectableAncientCastleOfIkanaCastleExteriorGrass1,Ikana Castle Courtyard Grass,10 Arrows,Ikana Castle,Item,Ikana Castle Courtyard Grass,10 Arrows,
CollectableAncientCastleOfIkanaCastleExteriorGrass2,Ikana Castle Courtyard Grass 2,10 Arrows,Ikana Castle,Item,Ikana Castle Courtyard Grass 2,10 Arrows,
CollectableBeneathTheGraveyardMainAreaPot1,Night 1 Grave Pot,10 Arrows,Ikana Graveyard,Item,Night 1 Grave Pot,10 Arrows,
CollectableBeneathTheGraveyardInvisibleRoomPot1,Night 2 Grave Pot,10 Arrows,Ikana Graveyard,Item,Night 2 Grave Pot,10 Arrows,
CollectableBeneathTheGraveyardBadBatRoomPot1,Night 1 Grave Pot 2,10 Arrows,Ikana Graveyard,Item,Night 1 Grave Pot 2,10 Arrows,
CollectableCuccoShackWoodenCrateLarge1,Cucco Shack Crate,10 Arrows,Romani Ranch,Item,Cucco Shack Crate,10 Arrows,
CollectableDampesHouseBasementPot1,Dampe's Basement Pot,10 Arrows,Ikana Graveyard,Item,Dampe's Basement Pot,10 Arrows,
CollectableDampesHouseBasementPot2,Dampe's Basement Pot 2,10 Arrows,Ikana Graveyard,Item,Dampe's Basement Pot 2,10 Arrows,
CollectableDampesHouseBasementPot3,Dampe's Basement Pot 3,10 Arrows,Ikana Graveyard,Item,Dampe's Basement Pot 3,10 Arrows,
CollectableDampesHouseBasementPot4,Dampe's Basement Pot 4,10 Arrows,Ikana Graveyard,Item,Dampe's Basement Pot 4,10 Arrows,
CollectableGoronVillageWinterSmallSnowball1,Goron Village Small Snowball,10 Arrows,Goron Village,Item,Goron Village Small Snowball,10 Arrows,
CollectableGoronVillageWinterSmallSnowball2,Goron Village Small Snowball 2,10 Arrows,Goron Village,Item,Goron Village Small Snowball 2,10 Arrows,
CollectableGreatBayCoastPot1,Great Bay Coast Pot,10 Arrows,Great Bay Coast,Item,Great Bay Coast Pot,10 Arrows,
CollectableGreatBayCoastPot2,Great Bay Coast Pot 2,10 Arrows,Great Bay Coast,Item,Great Bay Coast Pot 2,10 Arrows,
CollectableGreatBayCoastPot3,Great Bay Coast Pot 3,10 Arrows,Great Bay Coast,Item,Great Bay Coast Pot 3,10 Arrows,
CollectableGreatBayCoastPot4,Great Bay Coast Pot 4,10 Arrows,Great Bay Coast,Item,Great Bay Coast Pot 4,10 Arrows,
CollectableGreatBayTempleBlueChuchuValveRoomBarrel1,Great Bay Temple Red Valve Barrel,10 Arrows,Great Bay Temple,Item,Great Bay Temple Red Valve Barrel,10 Arrows,
CollectableIgosDuIkanaSLairIgosDuIkanaSRoomPot1,Ikana King Pot,10 Arrows,Ikana Castle,Item,Ikana King Pot,10 Arrows,
CollectableIgosDuIkanaSLairIgosDuIkanaSRoomPot2,Ikana King Pot 2,10 Arrows,Ikana Castle,Item,Ikana King Pot 2,10 Arrows,
CollectableIgosDuIkanaSLairPreBossRoomPot1,Ikana King Entry Pot,10 Arrows,Ikana Castle,Item,Ikana King Entry Pot,10 Arrows,
CollectableIgosDuIkanaSLairPreBossRoomPot2,Ikana King Entry Pot 2,10 Arrows,Ikana Castle,Item,Ikana King Entry Pot 2,10 Arrows,
CollectableIkanaGraveyardIkanaGraveyardLowerGrass1,Ikana Graveyard Grass,10 Arrows,Ikana Graveyard,Item,Ikana Graveyard Grass,10 Arrows,
CollectableOceansideSpiderHouseEntrancePot1,Oceanside Spider House Entrance Pot,10 Arrows,Great Bay Coast,Item,Oceanside Spider House Entrance Pot,10 Arrows,
CollectableOceansideSpiderHouseEntrancePot2,Oceanside Spider House Entrance Pot 2,10 Arrows,Great Bay Coast,Item,Oceanside Spider House Entrance Pot 2,10 Arrows,
CollectablePiratesFortressInteriorWaterCurrentRoomPot1,Pirates' Fortress Sewer Gate Pot,10 Arrows,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Gate Pot,10 Arrows,
CollectablePiratesFortressInterior100RupeeEggRoomPot1,Pirates' Fortress Guarded Egg Pot,10 Arrows,Pirates' Fortress Interior,Item,Pirates' Fortress Guarded Egg Pot,10 Arrows,
CollectablePiratesFortressInteriorBarrelRoomEggPot1,Pirates' Fortress Barrel Maze Egg Pot,10 Arrows,Pirates' Fortress Interior,Item,Pirates' Fortress Barrel Maze Egg Pot,10 Arrows,
CollectablePiratesFortressInteriorTelescopeRoomPot1,Pirates' Fortress Sewer Exit Pot,10 Arrows,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Exit Pot,10 Arrows,
CollectableSecretShrineMainRoomPot1,Secret Shrine Underwater Pot,10 Arrows,Secret Shrine,Item,Secret Shrine Underwater Pot,10 Arrows,
CollectableSecretShrineMainRoomPot2,Secret Shrine Underwater Pot 2,10 Arrows,Secret Shrine,Item,Secret Shrine Underwater Pot 2,10 Arrows,
CollectableSnowheadTempleIceBlockRoomSmallSnowball1,Snowhead Temple Icicle Room Snowball,10 Arrows,Snowhead Temple,Item,Snowhead Temple Icicle Room Snowball,10 Arrows,
CollectableSnowheadTempleIceBlockRoomSmallSnowball2,Snowhead Temple Icicle Room Snowball 2,10 Arrows,Snowhead Temple,Item,Snowhead Temple Icicle Room Snowball 2,10 Arrows,
CollectableStoneTowerPot1,Stone Tower Upper Scarecrow Pot,10 Arrows,Stone Tower,Item,Stone Tower Upper Scarecrow Pot,10 Arrows,
CollectableStoneTowerPot2,Stone Tower Upper Scarecrow Pot 2,10 Arrows,Stone Tower,Item,Stone Tower Upper Scarecrow Pot 2,10 Arrows,
CollectableGreatBayCoastPot5,Great Bay Coast Pot 5,30 Arrows,Great Bay Coast,Item,Great Bay Coast Pot 5,30 Arrows,
CollectableGreatBayTempleSeesawRoomPot1,Great Bay Temple Seesaw Room Pot,30 Arrows,Great Bay Temple,Item,Great Bay Temple Seesaw Room Pot,30 Arrows,
CollectableGreatBayTempleTopmostRoomWithGreenValveBarrel1,Great Bay Temple Green Pump Barrel,30 Arrows,Great Bay Temple,Item,Great Bay Temple Green Pump Barrel,30 Arrows,
CollectableIkanaCanyonMainAreaGrass1,Ikana Canyon Grass,30 Arrows,Ikana Canyon,Item,Ikana Canyon Grass,30 Arrows,
CollectableMilkRoadGrass1,Milk Road Grass,30 Arrows,Milk Road,Item,Milk Road Grass,30 Arrows,
CollectableMountainVillageSpringSmallSnowball1,Mountain Village Spring Snowball,30 Arrows,Mountain Village,Item,Mountain Village Spring Snowball,30 Arrows,
CollectableMountainVillageWinterSmallSnowball1,Mountain Village Winter Small Snowball,30 Arrows,Mountain Village,Item,Mountain Village Winter Small Snowball,30 Arrows,
CollectablePiratesFortressInteriorTwinBarrelEggRoomPot1,Pirates' Fortress Lone Guard Egg Pot,30 Arrows,Pirates' Fortress Interior,Item,Pirates' Fortress Lone Guard Egg Pot,30 Arrows,
CollectablePiratesFortressInteriorCellRoomWithPieceOfHeartPot1,Pirates' Fortress Cage Pot,30 Arrows,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Pot,30 Arrows,
CollectableRomaniRanchWoodenCrateLarge1,Ranch Crate,30 Arrows,Romani Ranch,Item,Ranch Crate,30 Arrows,
CollectableSnowheadSmallSnowball1,Snowhead Small Snowball,30 Arrows,Snowhead,Item,Snowhead Small Snowball,30 Arrows,
CollectableStoneTowerPot3,Stone Tower Owl Pot,30 Arrows,Stone Tower,Item,Stone Tower Owl Pot,30 Arrows,
CollectableZoraCapePot1,Zora Cape Owl Pot,30 Arrows,Zora Cape,Item,Zora Cape Owl Pot,30 Arrows,
CollectableAstralObservatoryObservatoryBombersHideoutPot1,Observatory Scarecrow Pot,Blue Rupee,East Clock Town,Item,Observatory Scarecrow Pot,Blue Rupee,
CollectableAstralObservatoryObservatoryBombersHideoutPot2,Observatory Scarecrow Pot 2,Blue Rupee,East Clock Town,Item,Observatory Scarecrow Pot 2,Blue Rupee,
CollectableDekuPalaceWestInnerGardenItem1,Deku Palace Item,Blue Rupee,Deku Palace,Item,Deku Palace Item,Blue Rupee,
CollectableDekuPalaceEastInnerGardenItem1,Deku Palace Item 2,Blue Rupee,Deku Palace,Item,Deku Palace Item 2,Blue Rupee,
CollectableDekuPalaceEastInnerGardenItem2,Deku Palace Item 3,Blue Rupee,Deku Palace,Item,Deku Palace Item 3,Blue Rupee,
CollectableDekuPalaceWestInnerGardenItem2,Deku Palace Item 4,Blue Rupee,Deku Palace,Item,Deku Palace Item 4,Blue Rupee,
CollectableDekuPalaceWestInnerGardenItem3,Deku Palace Item 5,Blue Rupee,Deku Palace,Item,Deku Palace Item 5,Blue Rupee,
CollectableDoggyRacetrackPot1,Doggy Racetrack Pot,Blue Rupee,Romani Ranch,Item,Doggy Racetrack Pot,Blue Rupee,
CollectableDoggyRacetrackPot2,Doggy Racetrack Pot 2,Blue Rupee,Romani Ranch,Item,Doggy Racetrack Pot 2,Blue Rupee,
CollectableDoggyRacetrackPot3,Doggy Racetrack Pot 3,Blue Rupee,Romani Ranch,Item,Doggy Racetrack Pot 3,Blue Rupee,
CollectableDoggyRacetrackPot4,Doggy Racetrack Pot 4,Blue Rupee,Romani Ranch,Item,Doggy Racetrack Pot 4,Blue Rupee,
CollectableGoronVillageWinterLargeSnowball1,Goron Village Large Snowball,Blue Rupee,Goron Village,Item,Goron Village Large Snowball,Blue Rupee,
CollectableGoronVillageWinterLargeSnowball2,Goron Village Large Snowball 2,Blue Rupee,Goron Village,Item,Goron Village Large Snowball 2,Blue Rupee,
CollectableGoronVillageWinterLargeSnowball3,Goron Village Large Snowball 3,Blue Rupee,Goron Village,Item,Goron Village Large Snowball 3,Blue Rupee,
CollectableGreatBayCoastPot6,Great Bay Coast Ledge Pot,Blue Rupee,Great Bay Coast,Item,Great Bay Coast Ledge Pot,Blue Rupee,
CollectableGreatBayCoastPot7,Great Bay Coast Ledge Pot 2,Blue Rupee,Great Bay Coast,Item,Great Bay Coast Ledge Pot 2,Blue Rupee,
CollectableGreatBayCoastPot8,Great Bay Coast Ledge Pot 3,Blue Rupee,Great Bay Coast,Item,Great Bay Coast Ledge Pot 3,Blue Rupee,
CollectableGreatBayTempleWaterControlRoomItem1,Great Bay Temple Water Control Room Item,Blue Rupee,Great Bay Temple,Item,Great Bay Temple Water Control Room Item,Blue Rupee,
CollectableGreatBayTempleWaterControlRoomItem2,Great Bay Temple Water Control Room Item 2,Blue Rupee,Great Bay Temple,Item,Great Bay Temple Water Control Room Item 2,Blue Rupee,
CollectableGrottosOceanHeartPieceGrottoBeehive1,Bio Baba Grotto Hive,Blue Rupee,Termina Field,Item,Bio Baba Grotto Hive,Blue Rupee,
CollectableLaundryPoolWoodenCrateSmall1,Laundry Pool Crate,Blue Rupee,Laundry Pool,Item,Laundry Pool Crate,Blue Rupee,
CollectableMountainVillageWinterLargeSnowball1,Mountain Village Day 3 Snowball,Blue Rupee,Mountain Village,Item,Mountain Village Day 3 Snowball,Blue Rupee,
CollectableMountainVillageWinterLargeSnowball2,Mountain Village Day 2 Snowball,Blue Rupee,Mountain Village,Item,Mountain Village Day 2 Snowball,Blue Rupee,
CollectablePathToGoronVillageWinterItem1,Twin Islands Item,Blue Rupee,Twin Islands,Item,Twin Islands Item,Blue Rupee,
CollectablePathToGoronVillageWinterItem2,Twin Islands Item 2,Blue Rupee,Twin Islands,Item,Twin Islands Item 2,Blue Rupee,
CollectablePathToGoronVillageWinterItem3,Twin Islands Item 3,Blue Rupee,Twin Islands,Item,Twin Islands Item 3,Blue Rupee,
CollectablePathToGoronVillageWinterItem4,Twin Islands Item 4,Blue Rupee,Twin Islands,Item,Twin Islands Item 4,Blue Rupee,
CollectablePiratesFortressInteriorBarrelRoomEggPot2,Pirates' Fortress Barrel Maze Egg Pot 2,Blue Rupee,Pirates' Fortress Interior,Item,Pirates' Fortress Barrel Maze Egg Pot 2,Blue Rupee,
CollectablePiratesFortressInteriorTelescopeRoomItem1,Pirates' Fortress Sewer Exit Barrel,Blue Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Exit Barrel,Blue Rupee,
CollectablePiratesFortressInteriorTelescopeRoomItem2,Pirates' Fortress Sewer Exit Barrel 2,Blue Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Exit Barrel 2,Blue Rupee,
CollectablePiratesFortressInteriorTelescopeRoomItem3,Pirates' Fortress Sewer Exit Barrel 3,Blue Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Exit Barrel 3,Blue Rupee,
CollectablePiratesFortressInteriorCellRoomWithPieceOfHeartItem1,Pirates' Fortress Cage Room Barrel,Blue Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Room Barrel,Blue Rupee,
CollectableRanchHouseBarnBarnItem1,Ranch Barn Hay Item,Blue Rupee,Romani Ranch,Item,Ranch Barn Hay Item,Blue Rupee,
CollectableRanchHouseBarnBarnItem2,Ranch Barn Hay Item 2,Blue Rupee,Romani Ranch,Item,Ranch Barn Hay Item 2,Blue Rupee,
CollectableSnowheadTempleIceBlockRoomSmallSnowball3,Snowhead Temple Icicle Room Snowball 3,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Snowball 3,Blue Rupee,
CollectableSnowheadTempleIceBlockRoomSmallSnowball4,Snowhead Temple Icicle Room Snowball 4,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Snowball 4,Blue Rupee,
CollectableSnowheadTempleIceBlockRoomSmallSnowball5,Snowhead Temple Icicle Room Snowball 5,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Snowball 5,Blue Rupee,
CollectableSnowheadTempleMapRoomWoodenCrateLarge1,Snowhead Temple Elevator Room Crate,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Elevator Room Crate,Blue Rupee,
CollectableSnowheadTempleMapRoomWoodenCrateLarge2,Snowhead Temple Elevator Room Crate 2,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Elevator Room Crate 2,Blue Rupee,
CollectableSnowheadTempleMapRoomWoodenCrateLarge3,Snowhead Temple Elevator Room Crate 3,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Elevator Room Crate 3,Blue Rupee,
CollectableSnowheadTempleMapRoomWoodenCrateLarge4,Snowhead Temple Elevator Room Crate 4,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Elevator Room Crate 4,Blue Rupee,
CollectableSnowheadTempleMapRoomWoodenCrateLarge5,Snowhead Temple Elevator Room Crate 5,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Elevator Room Crate 5,Blue Rupee,
CollectableSnowheadTempleMainRoomPot1,Snowhead Temple Safety Bridge Pot,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Safety Bridge Pot,Blue Rupee,
CollectableSnowheadTempleMainRoomPot2,Snowhead Temple Safety Bridge Pot 2,Blue Rupee,Snowhead Temple,Item,Snowhead Temple Safety Bridge Pot 2,Blue Rupee,
CollectableSouthernSwampClearMagicHagsPotionShopExteriorPot1,Cleared Swamp Potion Shop Pot,Blue Rupee,Southern Swamp,Item,Cleared Swamp Potion Shop Pot,Blue Rupee,
CollectableSouthernSwampPoisonedCentralSwampItem1,Swamp Near Frog Item,Blue Rupee,Southern Swamp,Item,Swamp Near Frog Item,Blue Rupee,
CollectableSouthernSwampPoisonedCentralSwampItem2,Swamp Near Frog Item 2,Blue Rupee,Southern Swamp,Item,Swamp Near Frog Item 2,Blue Rupee,
CollectableSouthernSwampPoisonedMagicHagsPotionShopExteriorPot1,Potion Shop Pot,Blue Rupee,Southern Swamp,Item,Potion Shop Pot,Blue Rupee,
CollectableStoneTowerTempleLavaRoomItem1,Stone Tower Temple Lava Room Item,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item,Blue Rupee,
CollectableStoneTowerTempleLavaRoomItem2,Stone Tower Temple Lava Room Item 2,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item 2,Blue Rupee,
CollectableStoneTowerTempleRoomAfterLightArrowsItem1,Stone Tower Temple Thin Bridge Item,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item,Blue Rupee,
CollectableStoneTowerTempleRoomAfterLightArrowsItem2,Stone Tower Temple Thin Bridge Item 2,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 2,Blue Rupee,
CollectableStoneTowerTempleRoomAfterLightArrowsItem3,Stone Tower Temple Thin Bridge Item 3,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 3,Blue Rupee,
CollectableStoneTowerTempleRoomAfterLightArrowsItem4,Stone Tower Temple Thin Bridge Item 4,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 4,Blue Rupee,
CollectableStoneTowerTempleRoomAfterLightArrowsItem5,Stone Tower Temple Thin Bridge Item 5,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 5,Blue Rupee,
CollectableStoneTowerTempleRoomAfterLightArrowsItem6,Stone Tower Temple Thin Bridge Item 6,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 6,Blue Rupee,
CollectableStoneTowerTempleRoomAfterLightArrowsItem7,Stone Tower Temple Thin Bridge Item 7,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 7,Blue Rupee,
CollectableStoneTowerTempleRoomAfterLightArrowsItem8,Stone Tower Temple Thin Bridge Item 8,Blue Rupee,Stone Tower Temple,Item,Stone Tower Temple Thin Bridge Item 8,Blue Rupee,
CollectableStoneTowerTempleInvertedEyegoreRoomItem1,Inverted Stone Tower Temple Dexihand Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Dexihand Item,Blue Rupee,
CollectableStoneTowerTempleInvertedPreBossRoomItem1,Inverted Stone Tower Temple Pre-Boss Closest Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Closest Item,Blue Rupee,
CollectableStoneTowerTempleInvertedPreBossRoomItem2,Inverted Stone Tower Temple Pre-Boss 2nd Closest Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss 2nd Closest Item,Blue Rupee,
CollectableStoneTowerTempleInvertedPreBossRoomItem3,Inverted Stone Tower Temple Pre-Boss Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Item,Blue Rupee,
CollectableStoneTowerTempleInvertedPreBossRoomItem4,Inverted Stone Tower Temple Pre-Boss Item 2,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Item 2,Blue Rupee,
CollectableStoneTowerTempleInvertedPreBossRoomItem5,Inverted Stone Tower Temple Pre-Boss Item 3,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Item 3,Blue Rupee,
CollectableStoneTowerTempleInvertedPreBossRoomItem6,Inverted Stone Tower Temple Pre-Boss Furthest Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Furthest Item,Blue Rupee,
CollectableStoneTowerTempleInvertedPreBossRoomItem7,Inverted Stone Tower Temple Pre-Boss Furthest Item 2,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Furthest Item 2,Blue Rupee,
CollectableStoneTowerTempleInvertedPreBossRoomItem8,Inverted Stone Tower Temple Pre-Boss 2nd Furthest Item,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss 2nd Furthest Item,Blue Rupee,
CollectableStoneTowerTempleInvertedPreBossRoomItem9,Inverted Stone Tower Temple Pre-Boss 2nd Furthest Item 2,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss 2nd Furthest Item 2,Blue Rupee,
CollectableStoneTowerTempleInvertedPreBossRoomItem10,Inverted Stone Tower Temple Pre-Boss Closest Item 2,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss Closest Item 2,Blue Rupee,
CollectableStoneTowerTempleInvertedPreBossRoomItem11,Inverted Stone Tower Temple Pre-Boss 2nd Closest Item 2,Blue Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Pre-Boss 2nd Closest Item 2,Blue Rupee,
CollectableSwordsmanSSchoolPot1,Swordsman's School Pot,Blue Rupee,West Clock Town,Item,Swordsman's School Pot,Blue Rupee,
CollectableSwordsmanSSchoolPot2,Swordsman's School Pot 2,Blue Rupee,West Clock Town,Item,Swordsman's School Pot 2,Blue Rupee,
CollectableSwordsmanSSchoolPot3,Swordsman's School Pot 3,Blue Rupee,West Clock Town,Item,Swordsman's School Pot 3,Blue Rupee,
CollectableSwordsmanSSchoolPot4,Swordsman's School Pot 4,Blue Rupee,West Clock Town,Item,Swordsman's School Pot 4,Blue Rupee,
CollectableSwordsmanSSchoolPot5,Swordsman's School Pot 5,Blue Rupee,West Clock Town,Item,Swordsman's School Pot 5,Blue Rupee,
CollectableWoodfallItem1,Woodfall Item,Blue Rupee,Woodfall,Item,Woodfall Item,Blue Rupee,
CollectableWoodfallTempleEntranceRoomBeehive1,Woodfall Temple Entrance Hive,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Entrance Hive,Blue Rupee,
CollectableWoodfallTempleGekkoRoomPot1,Woodfall Temple Gekko Room Pot,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Gekko Room Pot,Blue Rupee,
CollectableWoodfallTempleGekkoRoomPot2,Woodfall Temple Gekko Room Pot 2,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Gekko Room Pot 2,Blue Rupee,
CollectableWoodfallTempleGekkoRoomPot3,Woodfall Temple Gekko Room Pot 3,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Gekko Room Pot 3,Blue Rupee,
CollectableWoodfallTempleGekkoRoomPot4,Woodfall Temple Gekko Room Pot 4,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Gekko Room Pot 4,Blue Rupee,
CollectableWoodfallTemplePreBossRoomItem1,Woodfall Temple Pre-Boss Platform Item,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Pre-Boss Platform Item,Blue Rupee,
CollectableWoodfallTemplePreBossRoomItem2,Woodfall Temple Pre-Boss Platform Item 2,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Pre-Boss Platform Item 2,Blue Rupee,
CollectableWoodfallTemplePreBossRoomItem3,Woodfall Temple Pre-Boss Platform Item 3,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Pre-Boss Platform Item 3,Blue Rupee,
CollectableWoodfallTemplePreBossRoomItem4,Woodfall Temple Pre-Boss Platform Item 4,Blue Rupee,Woodfall Temple,Item,Woodfall Temple Pre-Boss Platform Item 4,Blue Rupee,
CollectableBeneathTheWellBugAndBombRoomPot1,Well Left Path Pot,5 Bombs,Beneath the Well,Item,Well Left Path Pot,5 Bombs,
CollectableBeneathTheWellBugAndBombRoomPot2,Well Left Path Pot 2,5 Bombs,Beneath the Well,Item,Well Left Path Pot 2,5 Bombs,
